context,constraint,entropy
[CLS] tanner was an [MASK] in a play . [SEP],0.9279657602,1.110107421875
[CLS] sara sadly realized she had forgotten to [MASK] the egg ! [SEP],0.0967903286,6.654745101928711
[CLS] they hired a contractor to come in and [MASK] a wall of windows . [SEP],0.1818219572,5.171287536621094
[CLS] so she decided to [MASK] them to smoothies . [SEP],0.2621470243,4.6234869956970215
[CLS] so she decided not to [MASK] any sugar . [SEP],0.3919487298,4.1882524490356445
[CLS] he did not know what to [MASK] . [SEP],0.4596839547,1.8991769552230835
"[CLS] one day , i decided to [MASK] to my pet family and bring home a kitten . [SEP]",0.5770953596,1.922554850578308
[CLS] i was glad to [MASK] to my collection . [SEP],0.6027305722,1.3626747131347656
[CLS] she 's ready to [MASK] some more weight to the bar . [SEP],0.7543587983,2.3799595832824707
[CLS] he decided to [MASK] some led lights to the bike frame and wheels . [SEP],0.8592841625,1.003804326057434
[CLS] she 's hoping to [MASK] some rare teddy bears to her collection . [SEP],0.9977625906,0.05205129086971283
"[CLS] in [MASK] , he purchased his favorite player 's jersey . [SEP]",0.0753297322,5.545342445373535
[CLS] in [MASK] he charged a high price for his services . [SEP],0.1282626949,8.762445449829102
[CLS] he hired a contractor to build the new [MASK] . [SEP],0.2012652382,6.6042656898498535
"[CLS] in [MASK] , i realized that my body was soaked in sweat . [SEP]",0.3472228125,4.994104385375977
"[CLS] in [MASK] , he demanded jeff to do 100 - 200 push ups . [SEP]",0.4089253098,5.825537204742432
[CLS] they have been a great [MASK] to our family . [SEP],0.5577630252,4.12481689453125
"[CLS] in [MASK] , she led us to getting a good grade . [SEP]",0.6541167647,3.939401626586914
"[CLS] in [MASK] , she asked me out the next day . [SEP]",0.7128819823,2.4047017097473145
"[CLS] in [MASK] , it turned her umbrella inside out . [SEP]",0.8856349587,1.4343550205230713
"[CLS] in [MASK] , we stayed up all night . [SEP]",0.9690443575,0.42639046907424927
"[CLS] andy laughed , but got back up to enjoy his ice skating [MASK] . [SEP]",0.0912811533,7.1361517906188965
"[CLS] they did so , and loved every minute of passing scenery and [MASK] . [SEP]",0.1578088291,8.309316635131836
[CLS] herman was glad he went on such an exciting [MASK] . [SEP],0.2677633464,4.387863636016846
[CLS] in the end the road trip was an [MASK] to good to pass up . [SEP],0.3556894213,4.3257646560668945
[CLS] jack had an [MASK] go wrong by falling down a hill with jill . [SEP],0.4074334949,3.0060038566589355
[CLS] he decided to pack up and go on a cross country [MASK] . [SEP],0.5163555741,3.3095126152038574
[CLS] after i got home i began planning my next [MASK] . [SEP],0.6626630723,4.034682273864746
[CLS] but she knew he loved [MASK] and had always wanted to go skydiving . [SEP],0.7037128806,3.1772420406341553
[CLS] rita 's dream was to go on a long hiking [MASK] on a trail . [SEP],0.8659584522,1.5215226411819458
[CLS] the man continued on his [MASK] . [SEP],0.9615728855,0.6395449638366699
[CLS] pim had a great time and mentally devalued his friends ' [MASK] . [SEP],0.0640413109,8.616342544555664
[CLS] he got [MASK] from several people . [SEP],0.1295841485,7.134860992431641
[CLS] he never followed his parents [MASK] . [SEP],0.2991648465,4.209362983703613
"[CLS] when they graduated , charles ' father gave him [MASK] . [SEP]",0.3337270543,4.898550510406494
[CLS] all his neighbors go to him for [MASK] . [SEP],0.4933754653,5.216176986694336
[CLS] bob followed his [MASK] . [SEP],0.5927820206,4.301074028015137
[CLS] he researched online for some [MASK] . [SEP],0.6495467126,1.3382188081741333
"[CLS] she did n't know what to do , so she called her friend al for [MASK] . [SEP]",0.7268549502,0.7941368818283081
[CLS] brad asked for [MASK] on how to handle the situation . [SEP],0.8172985613,1.9043221473693848
[CLS] he asked a local for [MASK] on dining . [SEP],0.9403062761,0.6333713531494141
[CLS] barry and his wife adopted a little girl from [MASK] . [SEP],0.0417395374,9.104557037353516
[CLS] uki was traveling in [MASK] . [SEP],0.1988787949,5.932760238647461
[CLS] the family took a vacation to [MASK] to take a safari trip . [SEP],0.2225324363,6.782385349273682
[CLS] he was from south [MASK] and anna was apprehensive and worried ! [SEP],0.3487887681,3.6672861576080322
"[CLS] after finishing a discipleship school in south [MASK] , i stayed longer . [SEP]",0.4363573045,4.760642051696777
[CLS] i was visiting south [MASK] so a few people did n't speak good english . [SEP],0.5048710555,2.5673766136169434
"[CLS] so in table mountain in south [MASK] , we sang with strangers ! [SEP]",0.6874776185,2.4270334243774414
[CLS] brian left his home in south [MASK] to go to canada to study . [SEP],0.7061654925,2.84793758392334
"[CLS] one day , after a trip to south [MASK] , hector decides to write again ! [SEP]",0.8785242736,0.947057843208313
[CLS] she was accepted and spent 3 years in sub - saharan [MASK] . [SEP],0.9986652732,0.031273964792490005
"[CLS] within a few weeks , jacob and his dog were playing [MASK] ! [SEP]",0.0809284747,7.965190410614014
[CLS] lisa never let her daughter to dishes [MASK] . [SEP],0.1859459579,6.184318542480469
[CLS] we are definitely thinking about going [MASK] next year . [SEP],0.2011333555,5.96341609954834
[CLS] lucius bought a sidecar in case his mother decided to ride [MASK] . [SEP],0.3842686564,4.446703910827637
[CLS] i was so ashamed i never stole [MASK] . [SEP],0.4636401236,3.055604934692383
[CLS] kevin never left food out [MASK] . [SEP],0.5273182839,3.3407537937164307
[CLS] tom never took a girl to a zoo [MASK] . [SEP],0.6521290839,2.76375412940979
[CLS] it took her three days to find it [MASK] . [SEP],0.7112959325,3.66123628616333
[CLS] he never bought into media hype like that [MASK] . [SEP],0.8032423556,2.4695448875427246
[CLS] paul never looked before he sat [MASK] . [SEP],0.9356688857,0.7384815216064453
[CLS] the titans were [MASK] the crapes . [SEP],0.0959334076,7.380851745605469
[CLS] his friends tried to get him to join [MASK] glenn . [SEP],0.1725504547,5.782465934753418
[CLS] the water splashed [MASK] him on the ground . [SEP],0.2292137071,3.7586681842803955
[CLS] she bought a huge ladder and set it up [MASK] her house . [SEP],0.3894277215,3.2637290954589844
[CLS] he held it [MASK] the item . [SEP],0.453398481,2.8424296379089355
[CLS] a radical group named move were the combatants [MASK] the police . [SEP],0.5925395787,2.7310187816619873
[CLS] he brushed his car [MASK] mine . [SEP],0.631239742,3.5074517726898193
"[CLS] cindy was considering divorce , but it was [MASK] her religion . [SEP]",0.7533848286,2.2116053104400635
[CLS] the people she works with are discriminating [MASK] her . [SEP],0.8807434738,1.1919565200805664
[CLS] i also worried my students would rebel [MASK] me . [SEP],0.9815376699,0.2531083822250366
"[CLS] though , their parents did n't trust me because of my [MASK] . [SEP]",0.074092608,8.039117813110352
[CLS] she particularly hated expensive phones being cast aside due to [MASK] . [SEP],0.1182862781,8.867496490478516
[CLS] they thought he was not ready due to his [MASK] . [SEP],0.2521196306,7.015128135681152
[CLS] one day jeffrey was at the park and he spotted a boy that was his [MASK] . [SEP],0.367462948,3.9852960109710693
[CLS] susanna did n't appear to [MASK] . [SEP],0.4563454688,4.452531337738037
[CLS] the photos were faded and damaged with [MASK] . [SEP],0.5297158062,2.657127857208252
[CLS] the doctor missed warning signs which she attributed to old [MASK] . [SEP],0.6257536113,4.104710578918457
"[CLS] by [MASK] 25 , i had competed for five years ; my wish came true ! [SEP]",0.7570349574,1.6523466110229492
[CLS] she was very tiny for her [MASK] . [SEP],0.8901202381,0.5291554927825928
[CLS] he is n't like most boys his [MASK] . [SEP],0.994354099,0.08521583676338196
[CLS] tim took the [MASK] and went to the class . [SEP],0.0987941772,8.323490142822266
[CLS] they came to [MASK] to combine their favorite names into one . [SEP],0.1388632208,7.144680976867676
[CLS] the dealer backed out of the [MASK] . [SEP],0.2362041548,5.551019668579102
"[CLS] on the bright side , we made an [MASK] . [SEP]",0.3453913778,4.627945899963379
[CLS] we made an [MASK] and i ended up giving her $ 1000 dollars . [SEP],0.4200890809,2.946355104446411
[CLS] together alerah and her parents came to an [MASK] . [SEP],0.5843681544,2.838045120239258
[CLS] they had an [MASK] that they would play for an hour . [SEP],0.6234335154,0.8251659870147705
[CLS] we signed an [MASK] for a car without air conditioning . [SEP],0.7207518369,2.302610158920288
[CLS] all the students nodded in [MASK] as he talked about the mirrors . [SEP],0.8619358838,1.2398004531860352
"[CLS] however , they are not in [MASK] about what name to choose for him . [SEP]",0.949195683,0.7644064426422119
[CLS] she used her fan to circulate [MASK] in her home . [SEP],0.0881261937,8.417166709899902
"[CLS] while in the [MASK] , we started having turbulence . [SEP]",0.1430871896,7.046226978302002
"[CLS] a few times , it went in the [MASK] . [SEP]",0.2316926122,7.942382335662842
[CLS] he hits a hidden rock and ascends into the [MASK] . [SEP],0.3616812974,5.656355857849121
[CLS] the [MASK] had to be turned on . [SEP],0.4207193851,5.550834655761719
[CLS] david was the best [MASK] hockey player in town . [SEP],0.5621419549,4.662151336669922
"[CLS] as he threw his cap in the [MASK] , he smiled . [SEP]",0.6329562068,2.047135353088379
[CLS] the library has been a good source because they have [MASK] conditioning . [SEP],0.7765855491,4.362063407897949
[CLS] she let in a huge gust of very cold [MASK] ! [SEP],0.869325012,0.6517815589904785
[CLS] my grandpa was an [MASK] traffic controller before he retired . [SEP],0.997923702,0.00984412245452404
[CLS] the [MASK] went far and the boy chased after . [SEP],0.0980381742,8.529836654663086
[CLS] he traveled by [MASK] . [SEP],0.1584317535,4.591811180114746
[CLS] today i rode on an [MASK] . [SEP],0.2056430951,5.602146148681641
[CLS] sam was an [MASK] pilot . [SEP],0.3503287137,4.8361687660217285
[CLS] but randy was jumping out an [MASK] with a parachute . [SEP],0.4657784253,4.420701026916504
[CLS] francine has never been on an [MASK] before . [SEP],0.5799133629,2.3583359718322754
[CLS] she saved her money and got on an [MASK] . [SEP],0.6729001701,2.2023792266845703
[CLS] marcus was sitting on an [MASK] calmly . [SEP],0.7500459552,1.727121114730835
[CLS] the first time i got on an [MASK] i was so scared . [SEP],0.8344573975,1.41765558719635
[CLS] phyllis was afraid of flying on an [MASK] . [SEP],0.90909719470000006,0.7969261407852173
[CLS] so he decided to try some [MASK] . [SEP],0.0717596486,9.10719108581543
[CLS] mike decided to stop drinking [MASK] from then on . [SEP],0.1936196461,6.157975196838379
[CLS] tim had a problem with [MASK] . [SEP],0.2888552174,7.82384729385376
[CLS] before i went to the labor union i had to get health and [MASK] cards . [SEP],0.3888057172,5.54757022857666
[CLS] he imbibed [MASK] until an idea presented itself . [SEP],0.4485222846,4.932656288146973
[CLS] she could n't stomach [MASK] and so got drunk easily . [SEP],0.5441547036,4.676848411560059
"[CLS] he did find , though , that [MASK] worked better , anyway . [SEP]",0.6293443143,3.0322751998901367
[CLS] she had gotten [MASK] poisoning from too much liquor . [SEP],0.791359812,1.3940448760986328
[CLS] the driver got out and wreaked of [MASK] . [SEP],0.8049897552,0.7549910545349121
[CLS] she flinched when she found an [MASK] bottle under her bed . [SEP],0.9352759123,0.8267936706542969
[CLS] it was [MASK] and it moved through the glass . [SEP],0.0784920808,8.346090316772461
[CLS] when the squid arrived it was still [MASK] . [SEP],0.1589360237,7.387210845947266
[CLS] i felt [MASK] and in touch with nature . [SEP],0.2882500514,7.18721342086792
[CLS] she thought a fish would be an easy pet to keep [MASK] . [SEP],0.3663357794,5.990168571472168
[CLS] the people became angry and burned her [MASK] for it . [SEP],0.4317105711,5.273624420166016
[CLS] i am so glad i read herb kent kool gent book while he was still [MASK] . [SEP],0.592084378,4.3390960693359375
[CLS] she felt so lucky and grateful to be [MASK] ! [SEP],0.6596236378,2.7348599433898926
[CLS] jim feels very lucky to be [MASK] . [SEP],0.7308999896,2.512986421585083
[CLS] but then she realized she was lucky to be [MASK] . [SEP],0.8432949185,1.628197431564331
"[CLS] upon landing , joe was grateful to still be [MASK] ! [SEP]",0.9406057596,0.6487365961074829
[CLS] he even made a movie [MASK] about airplanes . [SEP],0.0959830321,7.014832496643066
[CLS] so chewing gum can help with your concentration after [MASK] . [SEP],0.1643745825,6.482996463775635
[CLS] the girls were [MASK] playing during recess . [SEP],0.2445778027,5.517066478729248
[CLS] she attended [MASK] of the real estate classes . [SEP],0.3336725682,3.092707633972168
[CLS] over [MASK] she was happy to be in pretty good shape . [SEP],0.4834877774,1.8057432174682617
[CLS] [MASK] of his friends wanted them . [SEP],0.5142401308,3.0593056678771973
[CLS] he stayed up [MASK] night until it passed . [SEP],0.6576300859,2.1659393310546875
[CLS] [MASK] his friends at school told joey they loved his new hair . [SEP],0.7405217588,1.9539668560028076
[CLS] he spent [MASK] his time on the farm riding horses . [SEP],0.807104975,0.9166308045387268
[CLS] instead he laid around [MASK] day . [SEP],0.9853260517,0.07280993461608887
[CLS] my health demanded i delegate stressful tasks and [MASK] play time . [SEP],0.0804147236,7.747342109680176
[CLS] unfortunately it was too late and the store did n't [MASK] it . [SEP],0.116259221,6.442978382110596
[CLS] she begged her parents to [MASK] it . [SEP],0.2257167399,5.49838399887085
[CLS] jimbo is pleased his boss does not [MASK] smoking . [SEP],0.3259318173,3.4966886043548584
[CLS] ethel could n't [MASK] him to go more than an hour without calling . [SEP],0.4951456487,1.8320977687835693
[CLS] it was setup to [MASK] him to use his mouse to sign . [SEP],0.5192518234,3.247772693634033
[CLS] he did n't [MASK] mary to borrow his card again until she pays him back . [SEP],0.6274929047,2.695021390914917
[CLS] she would not [MASK] her to have the greasy donut . [SEP],0.7485278845,2.9381515979766846
[CLS] they did n't [MASK] their kids to go anywhere . [SEP],0.8252508938,1.8279918432235718
[CLS] kenneth decided never to [MASK] another argument last so long . [SEP],0.9813140631,0.18940529227256775
[CLS] it began to feel rather [MASK] . [SEP],0.099464152,7.121649742126465
[CLS] alma was home [MASK] . [SEP],0.1928519309,4.5028486251831055
[CLS] she decided to get a pet to make her feel less [MASK] . [SEP],0.2738624588,7.411884307861328
[CLS] sara was mad that her friend left her [MASK] at the pool . [SEP],0.3885020092,6.158236026763916
[CLS] now i 'm sitting at home [MASK] while he 's in jail for battery . [SEP],0.4456883669,3.928295135498047
"[CLS] rhonda was suddenly afraid , all [MASK] with the ancient mummy . [SEP]",0.5927394629,2.484713554382324
[CLS] reen has a neighbor who lives [MASK] . [SEP],0.6291282177,1.4456194639205933
[CLS] bob was left home [MASK] by his parents . [SEP],0.7582591772,2.8583884239196777
[CLS] she was nervous about walking [MASK] between norms at night . [SEP],0.8659778535,1.7335991859436035
[CLS] nic did n't like to be in a crowd [MASK] and started panicking . [SEP],0.90031901,1.0335745811462402
[CLS] she then realized it would be [MASK] . [SEP],0.0517148282,8.752668380737305
[CLS] sam managed to gain back control and everyone was [MASK] . [SEP],0.1055615358,7.614296913146973
[CLS] he thought they were doing [MASK] . [SEP],0.2966668084,4.428676605224609
[CLS] the camp supervisor started getting calls asking if they were [MASK] . [SEP],0.307244502,4.837897300720215
[CLS] she got help and everything was [MASK] . [SEP],0.4451325536,3.3086037635803223
"[CLS] with that in place , he did [MASK] . [SEP]",0.5485493988,4.7982892990112305
[CLS] the professor noticed her and asked if everything was [MASK] . [SEP],0.6161128283,1.3600727319717407
[CLS] the dinner was going [MASK] but we were worried about it . [SEP],0.7225190103,1.5705578327178955
"[CLS] as soon as i asked him if everything is [MASK] , he ran . [SEP]",0.8117058575,0.9056093096733093
[CLS] luckily she made it home [MASK] but it was a close call . [SEP],0.9109554887,0.6493431329727173
[CLS] brian and his dog [MASK] went for a walk around the block . [SEP],0.0588829033,9.985494613647461
[CLS] she vows to [MASK] double check against her list next time . [SEP],0.1052460633,5.785604476928711
[CLS] sam was [MASK] the better basketball player . [SEP],0.2755325958,4.7749433517456055
[CLS] they were [MASK] coming back home full of mud . [SEP],0.350267306,3.9439902305603027
[CLS] they were [MASK] showing off . [SEP],0.4789714664,3.777233123779297
[CLS] stuart had [MASK] seen the newest movies out . [SEP],0.535903722,2.2616405487060547
"[CLS] growing up we [MASK] had snowmobiles , quads and other toys . [SEP]",0.6016683131,3.2295045852661133
[CLS] there was [MASK] plenty of sand but no water . [SEP],0.7973043025,1.058538556098938
[CLS] she became the swimmer she [MASK] wanted to be . [SEP],0.8306312859,1.908936858177185
[CLS] it [MASK] chase him to school . [SEP],0.9085454345,0.7311010360717773
[CLS] the [MASK] arrived in record time . [SEP],0.0474158507,10.168747901916504
"[CLS] they carried me on a bed from the [MASK] , strapped in . [SEP]",0.1171200722,6.885119438171387
[CLS] he was taken to the hospital by helicopter [MASK] . [SEP],0.2811013311,5.026432991027832
[CLS] they sent an [MASK] . [SEP],0.3282781839,5.852639198303223
[CLS] the 911 dispatcher sent over an [MASK] . [SEP],0.4456331134,4.380557060241699
"[CLS] there , she called an [MASK] . [SEP]",0.5276449993,1.047770380973816
[CLS] an [MASK] took stanley to the hospital . [SEP],0.6319845617,1.2995822429656982
[CLS] his wife called for an [MASK] . [SEP],0.7876105309,1.997931957244873
[CLS] he could no longer bear it so he called for an [MASK] . [SEP],0.8373737633,0.8046753406524658
[CLS] her friends had to call an [MASK] . [SEP],0.9940635562,0.07413309812545776
[CLS] but she recently moved to [MASK] . [SEP],0.088171009,8.060623168945312
[CLS] the young woman was excited to come to [MASK] . [SEP],0.1345730014,7.887939453125
[CLS] [MASK] decided to launch an air attack on japan . [SEP],0.2664292678,6.83859920501709
[CLS] they were going to drive across [MASK] . [SEP],0.3368219882,6.669965744018555
[CLS] liam was going to [MASK] to work in a shop with his uncle . [SEP],0.4989281893,2.2621076107025146
[CLS] [MASK] had spent years embroiled in the vietnam war . [SEP],0.5158322453,5.0454511642456055
"[CLS] eventually , she decided she wanted to help a child in [MASK] . [SEP]",0.6978000104,4.876715660095215
[CLS] frederick started the history of slavery in [MASK] club on his campus . [SEP],0.7992912233,1.3351833820343018
[CLS] trevor was traveling in south [MASK] . [SEP],0.8160055876,1.6912477016448975
[CLS] donald went on to become the president of the united states of [MASK] . [SEP],0.9987837374,0.040385760366916656
[CLS] the [MASK] regretted not doing more research before buying a ticket . [SEP],0.0668605343,8.284866333007812
[CLS] ana went to the [MASK] embassy and explained the problem . [SEP],0.1277713031,5.614821434020996
[CLS] some of the coins were [MASK] dollar coins . [SEP],0.2132436037,7.768375396728516
[CLS] the story was about a korean [MASK] family . [SEP],0.3087922484,4.072150230407715
[CLS] an [MASK] man went on a family vacation in mexico . [SEP],0.4464648664,3.83711314201355
[CLS] ray went on to become the [MASK] lightweight champion . [SEP],0.5371762514,5.831661224365234
[CLS] chung is a korean [MASK] author . [SEP],0.6671655178,2.4502081871032715
[CLS] kayla tried out for [MASK] idol . [SEP],0.7772338688,3.6811940670013428
[CLS] tameka found an [MASK] express card on the ground outside . [SEP],0.8835012317,1.775953769683838
[CLS] she always told everyone she was a native [MASK] . [SEP],0.9361806512,0.9314450621604919
[CLS] he was happy with the [MASK] . [SEP],0.068571372,9.295936584472656
[CLS] the lottery jackpot had grew to a historic [MASK] this time . [SEP],0.1979676634,5.789604187011719
[CLS] sarah was almost scared by the [MASK] of options given there . [SEP],0.2522646934,4.879145622253418
[CLS] the [MASK] he earned was $ 1000 dollars . [SEP],0.3768138215,4.4904375076293945
[CLS] tom made a good [MASK] of money on it . [SEP],0.4195651859,2.667965888977051
[CLS] he gasped when he saw the dollar [MASK] . [SEP],0.5726174414,3.7272722721099854
[CLS] upon arriving at the terminal he was amazed by the [MASK] of people . [SEP],0.6032619178,2.95151948928833
[CLS] now he makes a significant [MASK] more money . [SEP],0.7439740598,2.333552837371826
[CLS] she doubled the [MASK] of pictures she takes . [SEP],0.8151808679,0.4548705220222473
[CLS] adam is trying reduce the [MASK] of debt he has . [SEP],0.9162380099,0.9917545914649963
[CLS] tim was able to control his [MASK] with the help of doing yoga . [SEP],0.0889209211,7.3929314613342285
[CLS] he stood up from his seat in [MASK] and asked who said the joke . [SEP],0.1529520862,6.317702293395996
[CLS] onlookers saw [MASK] . [SEP],0.2953590453,4.189723014831543
[CLS] but they talked her through her [MASK] and shame . [SEP],0.3066285104,5.0545268058776855
[CLS] donald felt [MASK] directed at his publisher . [SEP],0.4365446568,3.5759706497192383
[CLS] pat slammed the door shut in [MASK] . [SEP],0.5807461143,2.9570841789245605
[CLS] he shook the machine hard in [MASK] . [SEP],0.6253819764,2.583306312561035
"[CLS] in [MASK] , they made me stay in the hot car while they went shopping . [SEP]",0.7860476077,2.773562431335449
[CLS] i found out her son had destroyed them in a fit of [MASK] . [SEP],0.8331155479,1.2281363010406494
[CLS] charles ' mother said her son had an [MASK] management problem . [SEP],0.9142314196,0.5019151568412781
"[CLS] [MASK] , corinne went back to her room to apply more make - up . [SEP]",0.0900152884,7.006913185119629
[CLS] willie did n't know if he did this on purpose but was [MASK] either way . [SEP],0.1416166835,7.522126197814941
[CLS] they began to talk to the monkeys who became very [MASK] . [SEP],0.2111255787,6.541381359100342
"[CLS] a taxi was parked in the driveway , and the driver looked [MASK] . [SEP]",0.3408604711,4.73486328125
[CLS] sandra got [MASK] fast . [SEP],0.4470641166,3.7516074180603027
[CLS] she got [MASK] during our game and flipped the board over . [SEP],0.5308303535,3.8128604888916016
[CLS] teresa drove to church very [MASK] that morning . [SEP],0.6424312294,1.2393161058425903
[CLS] she was very [MASK] because she wanted to go on her school trip . [SEP],0.7247362435,1.6446350812911987
[CLS] they got into a fight and went to sleep [MASK] . [SEP],0.8672001958,0.934243381023407
[CLS] chris got [MASK] and shoved the drunk woman to the ground . [SEP],0.9407652915,0.6367289423942566
[CLS] it was the most complete example of the [MASK] ever found . [SEP],0.0437047742,10.453104019165039
[CLS] i disposed of the [MASK] and my house no longer smelled foul . [SEP],0.1064318977,8.936724662780762
[CLS] monkeys were her favorite [MASK] ! [SEP],0.2384903505,6.881852149963379
[CLS] one day a tiny [MASK] came to his door . [SEP],0.3446017653,5.271010398864746
[CLS] he decided as he got home that elephants were his new favorite [MASK] . [SEP],0.4125875682,6.127130508422852
[CLS] his mom took him to the [MASK] shelter . [SEP],0.5729686916,2.772183418273926
[CLS] she decided that she wanted to check out her local [MASK] shelter . [SEP],0.6367502213,1.747873067855835
[CLS] i 'm glad we called [MASK] control to come get the cats . [SEP],0.7438791096,3.6181092262268066
[CLS] jo contacted an [MASK] welfare agency that investigated the store . [SEP],0.8140081763,3.12786865234375
[CLS] the first [MASK] she saw was a little black and white puppy . [SEP],0.9786559045,0.21631869673728943
[CLS] he held the [MASK] and gently aligned it back to normal . [SEP],0.0415630993,9.352957725524902
[CLS] the [MASK] felt very bad and she had to rest it for a week . [SEP],0.1486471109,7.585491180419922
[CLS] julie felt a tingling on her [MASK] . [SEP],0.2630889565,4.12807035446167
[CLS] while they were hiking bob twisted his [MASK] . [SEP],0.3559299111,4.925449371337891
[CLS] one time she tripped and hurt her [MASK] . [SEP],0.409097597,4.701345920562744
