target,related,unrelated,relation,context,constraint,entropy
account,checking,now,forward phrasal associate,"[CLS] somehow , thousands of dollars appeared in his bank [MASK] . [SEP]",0.7770561575889587,0.8634417057037354
account,joint,scalpel,forward phrasal associate,"[CLS] somehow , thousands of dollars appeared in his bank [MASK] . [SEP]",0.7770561575889587,0.8634417057037354
account,checking,now,forward phrasal associate,[CLS] july started a savings [MASK] when she turned eight . [SEP],0.9750012755393982,0.23822736740112305
account,joint,scalpel,forward phrasal associate,[CLS] july started a savings [MASK] when she turned eight . [SEP],0.9750012755393982,0.23822736740112305
ache,stomach,reflection,forward phrasal associate,[CLS] now he has an indian tummy - [MASK] . [SEP],0.05011667311191559,8.579258918762207
ache,head,goo,forward phrasal associate,[CLS] now he has an indian tummy - [MASK] . [SEP],0.05011667311191559,8.579258918762207
ache,stomach,reflection,forward phrasal associate,[CLS] then they had a stomach [MASK] . [SEP],0.1774315983057022,6.564095497131348
ache,head,goo,forward phrasal associate,[CLS] then they had a stomach [MASK] . [SEP],0.1774315983057022,6.564095497131348
ache,stomach,reflection,forward phrasal associate,[CLS] sammy had a terrible stomach [MASK] one morning . [SEP],0.116604745388031,6.3221540451049805
ache,head,goo,forward phrasal associate,[CLS] sammy had a terrible stomach [MASK] one morning . [SEP],0.116604745388031,6.3221540451049805
ache,stomach,reflection,forward phrasal associate,"[CLS] a couple of days after that , i got a severe stomach [MASK] . [SEP]",0.23418353497982025,4.212564468383789
ache,head,goo,forward phrasal associate,"[CLS] a couple of days after that , i got a severe stomach [MASK] . [SEP]",0.23418353497982025,4.212564468383789
ache,stomach,reflection,forward phrasal associate,[CLS] she could n't go to a doctor for a tummy [MASK] from stealing cake . [SEP],0.25571921467781067,5.883211612701416
ache,head,goo,forward phrasal associate,[CLS] she could n't go to a doctor for a tummy [MASK] from stealing cake . [SEP],0.25571921467781067,5.883211612701416
ache,stomach,reflection,forward phrasal associate,[CLS] eating so much pie gave me such a belly [MASK] ! [SEP],0.49010175466537476,3.464815616607666
ache,head,goo,forward phrasal associate,[CLS] eating so much pie gave me such a belly [MASK] ! [SEP],0.49010175466537476,3.464815616607666
ache,stomach,reflection,forward phrasal associate,"[CLS] kori ate every single one and despite her stomach [MASK] , she was happy . [SEP]",0.4990374445915222,4.085418224334717
ache,head,goo,forward phrasal associate,"[CLS] kori ate every single one and despite her stomach [MASK] , she was happy . [SEP]",0.4990374445915222,4.085418224334717
ache,stomach,reflection,forward phrasal associate,[CLS] unfortunately her stomach began to [MASK] from the food . [SEP],0.7314150929450989,2.2437033653259277
ache,head,goo,forward phrasal associate,[CLS] unfortunately her stomach began to [MASK] from the food . [SEP],0.7314150929450989,2.2437033653259277
ache,stomach,reflection,forward phrasal associate,[CLS] kia 's [MASK] was caused by a bone cancer called osteosarcoma ! [SEP],0.8000194430351257,2.0089662075042725
ache,head,goo,forward phrasal associate,[CLS] kia 's [MASK] was caused by a bone cancer called osteosarcoma ! [SEP],0.8000194430351257,2.0089662075042725
ache,stomach,reflection,forward phrasal associate,[CLS] she started to notice a numb [MASK] in her tooth . [SEP],0.9262629747390747,0.8397915363311768
ache,head,goo,forward phrasal associate,[CLS] she started to notice a numb [MASK] in her tooth . [SEP],0.9262629747390747,0.8397915363311768
act,perform,frisk,synonym,[CLS] i caught her in the [MASK] . [SEP],0.08615723997354507,7.16715145111084
act,pretend,ton,synonym,[CLS] i caught her in the [MASK] . [SEP],0.08615723997354507,7.16715145111084
act,perform,frisk,synonym,[CLS] but abby had the [MASK] coming up and she was very nervous . [SEP],0.08273279666900635,7.653074264526367
act,pretend,ton,synonym,[CLS] but abby had the [MASK] coming up and she was very nervous . [SEP],0.08273279666900635,7.653074264526367
act,perform,frisk,synonym,[CLS] her [MASK] was to sing and play the piano . [SEP],0.10823187977075577,6.148071765899658
act,pretend,ton,synonym,[CLS] her [MASK] was to sing and play the piano . [SEP],0.10823187977075577,6.148071765899658
act,perform,frisk,synonym,[CLS] i was afraid of how she would [MASK] around all the other dogs there . [SEP],0.277490496635437,3.787997245788574
act,pretend,ton,synonym,[CLS] i was afraid of how she would [MASK] around all the other dogs there . [SEP],0.277490496635437,3.787997245788574
act,perform,frisk,synonym,[CLS] rick and his friends took third place for their [MASK] . [SEP],0.4399409890174866,5.045235633850098
act,pretend,ton,synonym,[CLS] rick and his friends took third place for their [MASK] . [SEP],0.4399409890174866,5.045235633850098
act,perform,frisk,synonym,[CLS] then the opening [MASK] played . [SEP],0.703842043876648,2.231379985809326
act,pretend,ton,synonym,[CLS] then the opening [MASK] played . [SEP],0.703842043876648,2.231379985809326
act,perform,frisk,synonym,[CLS] she felt so stilted that she needed to [MASK] out . [SEP],0.5953452587127686,3.3605294227600098
act,pretend,ton,synonym,[CLS] she felt so stilted that she needed to [MASK] out . [SEP],0.5953452587127686,3.3605294227600098
act,perform,frisk,synonym,"[CLS] mom tried to [MASK] upset , but she was laughing on the inside . [SEP]",0.768223762512207,1.2026867866516113
act,pretend,ton,synonym,"[CLS] mom tried to [MASK] upset , but she was laughing on the inside . [SEP]",0.768223762512207,1.2026867866516113
act,perform,frisk,synonym,[CLS] recently his neighbor tried to [MASK] afraid of charles . [SEP],0.8574817180633545,1.134007215499878
act,pretend,ton,synonym,[CLS] recently his neighbor tried to [MASK] afraid of charles . [SEP],0.8574817180633545,1.134007215499878
act,perform,frisk,synonym,[CLS] jeff had a solo musical [MASK] in his hometown . [SEP],0.9576975703239441,0.5246754884719849
act,pretend,ton,synonym,[CLS] jeff had a solo musical [MASK] in his hometown . [SEP],0.9576975703239441,0.5246754884719849
action,reaction,dip,unclassified,"[CLS] there , she gaped at all the lights and [MASK] . [SEP]",0.06903034448623657,8.106630325317383
action,consequence,trade,unclassified,"[CLS] there , she gaped at all the lights and [MASK] . [SEP]",0.06903034448623657,8.106630325317383
action,reaction,dip,unclassified,"[CLS] he stepped on ed 's favorite [MASK] toy , breaking it . [SEP]",0.1971154808998108,7.240471839904785
action,consequence,trade,unclassified,"[CLS] he stepped on ed 's favorite [MASK] toy , breaking it . [SEP]",0.1971154808998108,7.240471839904785
action,reaction,dip,unclassified,[CLS] he interrupted game [MASK] with a jaunt that lasted about a minute . [SEP],0.17114348709583282,4.982428550720215
action,consequence,trade,unclassified,[CLS] he interrupted game [MASK] with a jaunt that lasted about a minute . [SEP],0.17114348709583282,4.982428550720215
action,reaction,dip,unclassified,[CLS] gina was excited to be in on the [MASK] . [SEP],0.2557428777217865,6.607954025268555
action,consequence,trade,unclassified,[CLS] gina was excited to be in on the [MASK] . [SEP],0.2557428777217865,6.607954025268555
action,reaction,dip,unclassified,"[CLS] because of quick [MASK] , everyone survived . [SEP]",0.11131439357995987,7.569073677062988
action,consequence,trade,unclassified,"[CLS] because of quick [MASK] , everyone survived . [SEP]",0.11131439357995987,7.569073677062988
action,reaction,dip,unclassified,"[CLS] afterwards , he realized that [MASK] was ill - advised . [SEP]",0.577250063419342,2.8181638717651367
action,consequence,trade,unclassified,"[CLS] afterwards , he realized that [MASK] was ill - advised . [SEP]",0.577250063419342,2.8181638717651367
action,reaction,dip,unclassified,[CLS] he was really bummed but decided to take [MASK] . [SEP],0.6371210217475891,3.047938346862793
action,consequence,trade,unclassified,[CLS] he was really bummed but decided to take [MASK] . [SEP],0.6371210217475891,3.047938346862793
action,reaction,dip,unclassified,[CLS] my friends and i tried to make an [MASK] movie and i was the stuntman . [SEP],0.642249345779419,3.1295125484466553
action,consequence,trade,unclassified,[CLS] my friends and i tried to make an [MASK] movie and i was the stuntman . [SEP],0.642249345779419,3.1295125484466553
action,reaction,dip,unclassified,[CLS] he bought a batman [MASK] figure . [SEP],0.7322507500648499,2.97752046585083
action,consequence,trade,unclassified,[CLS] he bought a batman [MASK] figure . [SEP],0.7322507500648499,2.97752046585083
action,reaction,dip,unclassified,"[CLS] thinking about the best course of [MASK] , she made a call . [SEP]",0.9952249526977539,0.06791873276233673
action,consequence,trade,unclassified,"[CLS] thinking about the best course of [MASK] , she made a call . [SEP]",0.9952249526977539,0.06791873276233673
actor,actress,coast,category,[CLS] robin was a very famous [MASK] . [SEP],0.08684565126895905,8.482669830322266
actor,comedian,wasted,supraordinate,[CLS] robin was a very famous [MASK] . [SEP],0.08684565126895905,8.482669830322266
actor,actress,coast,category,[CLS] morgan had always wanted to be an [MASK] . [SEP],0.12496232986450195,5.457357406616211
actor,comedian,wasted,supraordinate,[CLS] morgan had always wanted to be an [MASK] . [SEP],0.12496232986450195,5.457357406616211
actor,actress,coast,category,[CLS] ryan is a tv [MASK] . [SEP],0.25369054079055786,4.105953216552734
actor,comedian,wasted,supraordinate,[CLS] ryan is a tv [MASK] . [SEP],0.25369054079055786,4.105953216552734
actor,actress,coast,category,"[CLS] instead of spouting equations , he 'd imitate a famous hollywood [MASK] . [SEP]",0.27948859333992004,3.7644729614257812
actor,comedian,wasted,supraordinate,"[CLS] instead of spouting equations , he 'd imitate a famous hollywood [MASK] . [SEP]",0.27948859333992004,3.7644729614257812
actor,actress,coast,category,[CLS] lucy dreams of being an [MASK] . [SEP],0.279117226600647,4.568169593811035
actor,comedian,wasted,supraordinate,[CLS] lucy dreams of being an [MASK] . [SEP],0.279117226600647,4.568169593811035
actor,actress,coast,category,[CLS] the lead [MASK] in our school play was afraid of rabbits . [SEP],0.6131771206855774,2.3449935913085938
actor,comedian,wasted,supraordinate,[CLS] the lead [MASK] in our school play was afraid of rabbits . [SEP],0.6131771206855774,2.3449935913085938
actor,actress,coast,category,[CLS] paul is an [MASK] . [SEP],0.5946360230445862,3.0026493072509766
actor,comedian,wasted,supraordinate,[CLS] paul is an [MASK] . [SEP],0.5946360230445862,3.0026493072509766
actor,actress,coast,category,[CLS] aaron was an [MASK] in a play . [SEP],0.7967735528945923,1.8377978801727295
actor,comedian,wasted,supraordinate,[CLS] aaron was an [MASK] in a play . [SEP],0.7967735528945923,1.8377978801727295
actor,actress,coast,category,"[CLS] that led to an acting career , and now he is the best [MASK] ever . [SEP]",0.7826796770095825,2.4308557510375977
actor,comedian,wasted,supraordinate,"[CLS] that led to an acting career , and now he is the best [MASK] ever . [SEP]",0.7826796770095825,2.4308557510375977
actor,actress,coast,category,[CLS] tanner was an [MASK] in a play . [SEP],0.8887103199958801,1.110107421875
actor,comedian,wasted,supraordinate,[CLS] tanner was an [MASK] in a play . [SEP],0.8887103199958801,1.110107421875
add,sum,paradise,synonym,[CLS] sara sadly realized she had forgotten to [MASK] the egg ! [SEP],0.11316956579685211,6.654745101928711
add,numbers,leaf,functional property,[CLS] sara sadly realized she had forgotten to [MASK] the egg ! [SEP],0.11316956579685211,6.654745101928711
add,sum,paradise,synonym,[CLS] they hired a contractor to come in and [MASK] a wall of windows . [SEP],0.1372850388288498,5.171287536621094
add,numbers,leaf,functional property,[CLS] they hired a contractor to come in and [MASK] a wall of windows . [SEP],0.1372850388288498,5.171287536621094
add,sum,paradise,synonym,[CLS] so she decided to [MASK] them to smoothies . [SEP],0.2854296565055847,4.6234869956970215
add,numbers,leaf,functional property,[CLS] so she decided to [MASK] them to smoothies . [SEP],0.2854296565055847,4.6234869956970215
add,sum,paradise,synonym,[CLS] so she decided not to [MASK] any sugar . [SEP],0.3130289614200592,4.1882524490356445
add,numbers,leaf,functional property,[CLS] so she decided not to [MASK] any sugar . [SEP],0.3130289614200592,4.1882524490356445
add,sum,paradise,synonym,[CLS] he did not know what to [MASK] . [SEP],0.4371035099029541,1.8991769552230835
add,numbers,leaf,functional property,[CLS] he did not know what to [MASK] . [SEP],0.4371035099029541,1.8991769552230835
add,sum,paradise,synonym,"[CLS] one day , i decided to [MASK] to my pet family and bring home a kitten . [SEP]",0.7105053067207336,1.922554850578308
add,numbers,leaf,functional property,"[CLS] one day , i decided to [MASK] to my pet family and bring home a kitten . [SEP]",0.7105053067207336,1.922554850578308
add,sum,paradise,synonym,[CLS] i was glad to [MASK] to my collection . [SEP],0.8057300448417664,1.3626747131347656
add,numbers,leaf,functional property,[CLS] i was glad to [MASK] to my collection . [SEP],0.8057300448417664,1.3626747131347656
add,sum,paradise,synonym,[CLS] she 's ready to [MASK] some more weight to the bar . [SEP],0.6949465274810791,2.3799595832824707
add,numbers,leaf,functional property,[CLS] she 's ready to [MASK] some more weight to the bar . [SEP],0.6949465274810791,2.3799595832824707
add,sum,paradise,synonym,[CLS] he decided to [MASK] some led lights to the bike frame and wheels . [SEP],0.8782292604446411,1.003804326057434
add,numbers,leaf,functional property,[CLS] he decided to [MASK] some led lights to the bike frame and wheels . [SEP],0.8782292604446411,1.003804326057434
add,sum,paradise,synonym,[CLS] she 's hoping to [MASK] some rare teddy bears to her collection . [SEP],0.9959373474121094,0.05205129086971283
add,numbers,leaf,functional property,[CLS] she 's hoping to [MASK] some rare teddy bears to her collection . [SEP],0.9959373474121094,0.05205129086971283
addition,subtraction,instructions,antonym,"[CLS] in [MASK] , he purchased his favorite player 's jersey . [SEP]",0.08566821366548538,5.545342445373535
addition,extension,valentine,unclassified,"[CLS] in [MASK] , he purchased his favorite player 's jersey . [SEP]",0.08566821366548538,5.545342445373535
addition,subtraction,instructions,antonym,[CLS] in [MASK] he charged a high price for his services . [SEP],0.1741504669189453,8.762445449829102
addition,extension,valentine,unclassified,[CLS] in [MASK] he charged a high price for his services . [SEP],0.1741504669189453,8.762445449829102
addition,subtraction,instructions,antonym,[CLS] he hired a contractor to build the new [MASK] . [SEP],0.13761237263679504,6.6042656898498535
addition,extension,valentine,unclassified,[CLS] he hired a contractor to build the new [MASK] . [SEP],0.13761237263679504,6.6042656898498535
addition,subtraction,instructions,antonym,"[CLS] in [MASK] , i realized that my body was soaked in sweat . [SEP]",0.19084861874580383,4.994104385375977
addition,extension,valentine,unclassified,"[CLS] in [MASK] , i realized that my body was soaked in sweat . [SEP]",0.19084861874580383,4.994104385375977
addition,subtraction,instructions,antonym,"[CLS] in [MASK] , he demanded jeff to do 100 - 200 push ups . [SEP]",0.2704235315322876,5.825537204742432
addition,extension,valentine,unclassified,"[CLS] in [MASK] , he demanded jeff to do 100 - 200 push ups . [SEP]",0.2704235315322876,5.825537204742432
addition,subtraction,instructions,antonym,[CLS] they have been a great [MASK] to our family . [SEP],0.3375328481197357,4.12481689453125
addition,extension,valentine,unclassified,[CLS] they have been a great [MASK] to our family . [SEP],0.3375328481197357,4.12481689453125
addition,subtraction,instructions,antonym,"[CLS] in [MASK] , she led us to getting a good grade . [SEP]",0.4914260804653168,3.939401626586914
addition,extension,valentine,unclassified,"[CLS] in [MASK] , she led us to getting a good grade . [SEP]",0.4914260804653168,3.939401626586914
addition,subtraction,instructions,antonym,"[CLS] in [MASK] , she asked me out the next day . [SEP]",0.5821101665496826,2.4047017097473145
addition,extension,valentine,unclassified,"[CLS] in [MASK] , she asked me out the next day . [SEP]",0.5821101665496826,2.4047017097473145
addition,subtraction,instructions,antonym,"[CLS] in [MASK] , it turned her umbrella inside out . [SEP]",0.8174542188644409,1.4343550205230713
addition,extension,valentine,unclassified,"[CLS] in [MASK] , it turned her umbrella inside out . [SEP]",0.8174542188644409,1.4343550205230713
addition,subtraction,instructions,antonym,"[CLS] in [MASK] , we stayed up all night . [SEP]",0.964539647102356,0.42639046907424927
addition,extension,valentine,unclassified,"[CLS] in [MASK] , we stayed up all night . [SEP]",0.964539647102356,0.42639046907424927
adventure,explorer,wary,unclassified,"[CLS] andy laughed , but got back up to enjoy his ice skating [MASK] . [SEP]",0.10870009660720825,7.1361517906188965
adventure,conquest,intake,unclassified,"[CLS] andy laughed , but got back up to enjoy his ice skating [MASK] . [SEP]",0.10870009660720825,7.1361517906188965
adventure,explorer,wary,unclassified,"[CLS] they did so , and loved every minute of passing scenery and [MASK] . [SEP]",0.11604882776737213,8.309316635131836
adventure,conquest,intake,unclassified,"[CLS] they did so , and loved every minute of passing scenery and [MASK] . [SEP]",0.11604882776737213,8.309316635131836
adventure,explorer,wary,unclassified,[CLS] herman was glad he went on such an exciting [MASK] . [SEP],0.20828327536582947,4.387863636016846
adventure,conquest,intake,unclassified,[CLS] herman was glad he went on such an exciting [MASK] . [SEP],0.20828327536582947,4.387863636016846
adventure,explorer,wary,unclassified,[CLS] in the end the road trip was an [MASK] to good to pass up . [SEP],0.2760477066040039,4.3257646560668945
adventure,conquest,intake,unclassified,[CLS] in the end the road trip was an [MASK] to good to pass up . [SEP],0.2760477066040039,4.3257646560668945
adventure,explorer,wary,unclassified,[CLS] jack had an [MASK] go wrong by falling down a hill with jill . [SEP],0.593126118183136,3.0060038566589355
adventure,conquest,intake,unclassified,[CLS] jack had an [MASK] go wrong by falling down a hill with jill . [SEP],0.593126118183136,3.0060038566589355
adventure,explorer,wary,unclassified,[CLS] he decided to pack up and go on a cross country [MASK] . [SEP],0.5660936236381531,3.3095126152038574
adventure,conquest,intake,unclassified,[CLS] he decided to pack up and go on a cross country [MASK] . [SEP],0.5660936236381531,3.3095126152038574
adventure,explorer,wary,unclassified,[CLS] after i got home i began planning my next [MASK] . [SEP],0.549101710319519,4.034682273864746
adventure,conquest,intake,unclassified,[CLS] after i got home i began planning my next [MASK] . [SEP],0.549101710319519,4.034682273864746
adventure,explorer,wary,unclassified,[CLS] but she knew he loved [MASK] and had always wanted to go skydiving . [SEP],0.6479814648628235,3.1772420406341553
adventure,conquest,intake,unclassified,[CLS] but she knew he loved [MASK] and had always wanted to go skydiving . [SEP],0.6479814648628235,3.1772420406341553
adventure,explorer,wary,unclassified,[CLS] rita 's dream was to go on a long hiking [MASK] on a trail . [SEP],0.8153496980667114,1.5215226411819458
adventure,conquest,intake,unclassified,[CLS] rita 's dream was to go on a long hiking [MASK] on a trail . [SEP],0.8153496980667114,1.5215226411819458
adventure,explorer,wary,unclassified,[CLS] the man continued on his [MASK] . [SEP],0.9500407576560974,0.6395449638366699
adventure,conquest,intake,unclassified,[CLS] the man continued on his [MASK] . [SEP],0.9500407576560974,0.6395449638366699
advice,suggest,no,synonym,[CLS] pim had a great time and mentally devalued his friends ' [MASK] . [SEP],0.079102523624897,8.616342544555664
advice,advise,text,unclassified,[CLS] pim had a great time and mentally devalued his friends ' [MASK] . [SEP],0.079102523624897,8.616342544555664
advice,suggest,no,synonym,[CLS] he got [MASK] from several people . [SEP],0.08911683410406113,7.134860992431641
advice,advise,text,unclassified,[CLS] he got [MASK] from several people . [SEP],0.08911683410406113,7.134860992431641
advice,suggest,no,synonym,[CLS] he never followed his parents [MASK] . [SEP],0.3498859405517578,4.209362983703613
advice,advise,text,unclassified,[CLS] he never followed his parents [MASK] . [SEP],0.3498859405517578,4.209362983703613
advice,suggest,no,synonym,"[CLS] when they graduated , charles ' father gave him [MASK] . [SEP]",0.49592170119285583,4.898550510406494
advice,advise,text,unclassified,"[CLS] when they graduated , charles ' father gave him [MASK] . [SEP]",0.49592170119285583,4.898550510406494
advice,suggest,no,synonym,[CLS] all his neighbors go to him for [MASK] . [SEP],0.33715805411338806,5.216176986694336
advice,advise,text,unclassified,[CLS] all his neighbors go to him for [MASK] . [SEP],0.33715805411338806,5.216176986694336
advice,suggest,no,synonym,[CLS] bob followed his [MASK] . [SEP],0.46716561913490295,4.301074028015137
advice,advise,text,unclassified,[CLS] bob followed his [MASK] . [SEP],0.46716561913490295,4.301074028015137
advice,suggest,no,synonym,[CLS] he researched online for some [MASK] . [SEP],0.7071616649627686,1.3382188081741333
advice,advise,text,unclassified,[CLS] he researched online for some [MASK] . [SEP],0.7071616649627686,1.3382188081741333
advice,suggest,no,synonym,"[CLS] she did n't know what to do , so she called her friend al for [MASK] . [SEP]",0.9158356189727783,0.7941368818283081
advice,advise,text,unclassified,"[CLS] she did n't know what to do , so she called her friend al for [MASK] . [SEP]",0.9158356189727783,0.7941368818283081
advice,suggest,no,synonym,[CLS] brad asked for [MASK] on how to handle the situation . [SEP],0.7481388449668884,1.9043221473693848
advice,advise,text,unclassified,[CLS] brad asked for [MASK] on how to handle the situation . [SEP],0.7481388449668884,1.9043221473693848
advice,suggest,no,synonym,[CLS] he asked a local for [MASK] on dining . [SEP],0.9268296360969543,0.6333713531494141
advice,advise,text,unclassified,[CLS] he asked a local for [MASK] on dining . [SEP],0.9268296360969543,0.6333713531494141
africa,continent,threat,supraordinate,[CLS] barry and his wife adopted a little girl from [MASK] . [SEP],0.030892016366124153,9.104557037353516
africa,hunger,straight,perceptual property,[CLS] barry and his wife adopted a little girl from [MASK] . [SEP],0.030892016366124153,9.104557037353516
africa,continent,threat,supraordinate,[CLS] uki was traveling in [MASK] . [SEP],0.21155281364917755,5.932760238647461
africa,hunger,straight,perceptual property,[CLS] uki was traveling in [MASK] . [SEP],0.21155281364917755,5.932760238647461
africa,continent,threat,supraordinate,[CLS] the family took a vacation to [MASK] to take a safari trip . [SEP],0.11190198361873627,6.782385349273682
africa,hunger,straight,perceptual property,[CLS] the family took a vacation to [MASK] to take a safari trip . [SEP],0.11190198361873627,6.782385349273682
africa,continent,threat,supraordinate,[CLS] he was from south [MASK] and anna was apprehensive and worried ! [SEP],0.3163696825504303,3.6672861576080322
africa,hunger,straight,perceptual property,[CLS] he was from south [MASK] and anna was apprehensive and worried ! [SEP],0.3163696825504303,3.6672861576080322
africa,continent,threat,supraordinate,"[CLS] after finishing a discipleship school in south [MASK] , i stayed longer . [SEP]",0.31786486506462097,4.760642051696777
africa,hunger,straight,perceptual property,"[CLS] after finishing a discipleship school in south [MASK] , i stayed longer . [SEP]",0.31786486506462097,4.760642051696777
africa,continent,threat,supraordinate,[CLS] i was visiting south [MASK] so a few people did n't speak good english . [SEP],0.4282640814781189,2.5673766136169434
africa,hunger,straight,perceptual property,[CLS] i was visiting south [MASK] so a few people did n't speak good english . [SEP],0.4282640814781189,2.5673766136169434
africa,continent,threat,supraordinate,"[CLS] so in table mountain in south [MASK] , we sang with strangers ! [SEP]",0.5203573107719421,2.4270334243774414
africa,hunger,straight,perceptual property,"[CLS] so in table mountain in south [MASK] , we sang with strangers ! [SEP]",0.5203573107719421,2.4270334243774414
africa,continent,threat,supraordinate,[CLS] brian left his home in south [MASK] to go to canada to study . [SEP],0.597629964351654,2.84793758392334
africa,hunger,straight,perceptual property,[CLS] brian left his home in south [MASK] to go to canada to study . [SEP],0.597629964351654,2.84793758392334
africa,continent,threat,supraordinate,"[CLS] one day , after a trip to south [MASK] , hector decides to write again ! [SEP]",0.835331916809082,0.947057843208313
africa,hunger,straight,perceptual property,"[CLS] one day , after a trip to south [MASK] , hector decides to write again ! [SEP]",0.835331916809082,0.947057843208313
africa,continent,threat,supraordinate,[CLS] she was accepted and spent 3 years in sub - saharan [MASK] . [SEP],0.99790358543396,0.031273964792490005
africa,hunger,straight,perceptual property,[CLS] she was accepted and spent 3 years in sub - saharan [MASK] . [SEP],0.99790358543396,0.031273964792490005
again,repeat,overwhelm,synonym,"[CLS] within a few weeks , jacob and his dog were playing [MASK] ! [SEP]",0.07577881962060928,7.965190410614014
again,never,cop,forward phrasal associate,"[CLS] within a few weeks , jacob and his dog were playing [MASK] ! [SEP]",0.07577881962060928,7.965190410614014
again,repeat,overwhelm,synonym,[CLS] lisa never let her daughter to dishes [MASK] . [SEP],0.20709353685379028,6.184318542480469
again,never,cop,forward phrasal associate,[CLS] lisa never let her daughter to dishes [MASK] . [SEP],0.20709353685379028,6.184318542480469
