target,related,unrelated,relation,context,constraint,entropy
action,reaction,dip,unclassified,"[CLS] because of quick [MASK] , everyone survived . [SEP]",0.8845438361167908,1.4066507816314697
action,consequence,trade,unclassified,"[CLS] because of quick [MASK] , everyone survived . [SEP]",0.8845438361167908,1.4066507816314697
action,reaction,dip,unclassified,"[CLS] afterwards , he realized that [MASK] was ill - advised . [SEP]",0.5614383220672607,2.267965316772461
action,consequence,trade,unclassified,"[CLS] afterwards , he realized that [MASK] was ill - advised . [SEP]",0.5614383220672607,2.267965316772461
action,reaction,dip,unclassified,[CLS] he was really bummed but decided to take [MASK] . [SEP],0.6926187872886658,2.7271666526794434
action,consequence,trade,unclassified,[CLS] he was really bummed but decided to take [MASK] . [SEP],0.6926187872886658,2.7271666526794434
action,reaction,dip,unclassified,[CLS] my friends and i tried to make an [MASK] movie and i was the stuntman . [SEP],0.8081297874450684,1.9300289154052734
action,consequence,trade,unclassified,[CLS] my friends and i tried to make an [MASK] movie and i was the stuntman . [SEP],0.8081297874450684,1.9300289154052734
action,reaction,dip,unclassified,[CLS] he bought a batman [MASK] figure . [SEP],0.9748989939689636,0.37347471714019775
action,consequence,trade,unclassified,[CLS] he bought a batman [MASK] figure . [SEP],0.9748989939689636,0.37347471714019775
action,reaction,dip,unclassified,"[CLS] thinking about the best course of [MASK] , she made a call . [SEP]",0.9994725584983826,0.009144997224211693
action,consequence,trade,unclassified,"[CLS] thinking about the best course of [MASK] , she made a call . [SEP]",0.9994725584983826,0.009144997224211693
actor,actress,coast,category,[CLS] robin was a very famous [MASK] . [SEP],0.0952531173825264,7.760490417480469
actor,comedian,wasted,supraordinate,[CLS] robin was a very famous [MASK] . [SEP],0.0952531173825264,7.760490417480469
actor,actress,coast,category,[CLS] morgan had always wanted to be an [MASK] . [SEP],0.1898171305656433,4.577462196350098
actor,comedian,wasted,supraordinate,[CLS] morgan had always wanted to be an [MASK] . [SEP],0.1898171305656433,4.577462196350098
actor,actress,coast,category,[CLS] ryan is a tv [MASK] . [SEP],0.19845449924468994,4.489192008972168
actor,comedian,wasted,supraordinate,[CLS] ryan is a tv [MASK] . [SEP],0.19845449924468994,4.489192008972168
actor,actress,coast,category,"[CLS] instead of spouting equations , he 'd imitate a famous hollywood [MASK] . [SEP]",0.5027023553848267,2.9605774879455566
actor,comedian,wasted,supraordinate,"[CLS] instead of spouting equations , he 'd imitate a famous hollywood [MASK] . [SEP]",0.5027023553848267,2.9605774879455566
actor,actress,coast,category,[CLS] lucy dreams of being an [MASK] . [SEP],0.6544943451881409,2.4620683193206787
actor,comedian,wasted,supraordinate,[CLS] lucy dreams of being an [MASK] . [SEP],0.6544943451881409,2.4620683193206787
actor,actress,coast,category,[CLS] the lead [MASK] in our school play was afraid of rabbits . [SEP],0.5546991229057312,2.315215587615967
actor,comedian,wasted,supraordinate,[CLS] the lead [MASK] in our school play was afraid of rabbits . [SEP],0.5546991229057312,2.315215587615967
actor,actress,coast,category,[CLS] paul is an [MASK] . [SEP],0.6299920678138733,3.032841682434082
actor,comedian,wasted,supraordinate,[CLS] paul is an [MASK] . [SEP],0.6299920678138733,3.032841682434082
actor,actress,coast,category,[CLS] aaron was an [MASK] in a play . [SEP],0.6220342516899109,3.3733372688293457
actor,comedian,wasted,supraordinate,[CLS] aaron was an [MASK] in a play . [SEP],0.6220342516899109,3.3733372688293457
actor,actress,coast,category,"[CLS] that led to an acting career , and now he is the best [MASK] ever . [SEP]",0.8696812391281128,1.4135422706604004
actor,comedian,wasted,supraordinate,"[CLS] that led to an acting career , and now he is the best [MASK] ever . [SEP]",0.8696812391281128,1.4135422706604004
actor,actress,coast,category,[CLS] tanner was an [MASK] in a play . [SEP],0.9672203063964844,0.30132362246513367
actor,comedian,wasted,supraordinate,[CLS] tanner was an [MASK] in a play . [SEP],0.9672203063964844,0.30132362246513367
add,sum,paradise,synonym,[CLS] sara sadly realized she had forgotten to [MASK] the egg ! [SEP],0.08041038364171982,6.764167785644531
add,numbers,leaf,functional property,[CLS] sara sadly realized she had forgotten to [MASK] the egg ! [SEP],0.08041038364171982,6.764167785644531
add,sum,paradise,synonym,[CLS] they hired a contractor to come in and [MASK] a wall of windows . [SEP],0.22635895013809204,4.183676242828369
add,numbers,leaf,functional property,[CLS] they hired a contractor to come in and [MASK] a wall of windows . [SEP],0.22635895013809204,4.183676242828369
add,sum,paradise,synonym,[CLS] so she decided to [MASK] them to smoothies . [SEP],0.23886385560035706,4.817887306213379
add,numbers,leaf,functional property,[CLS] so she decided to [MASK] them to smoothies . [SEP],0.23886385560035706,4.817887306213379
add,sum,paradise,synonym,[CLS] so she decided not to [MASK] any sugar . [SEP],0.47087445855140686,3.2284276485443115
add,numbers,leaf,functional property,[CLS] so she decided not to [MASK] any sugar . [SEP],0.47087445855140686,3.2284276485443115
add,sum,paradise,synonym,[CLS] he did not know what to [MASK] . [SEP],0.4822680950164795,1.5364407300949097
add,numbers,leaf,functional property,[CLS] he did not know what to [MASK] . [SEP],0.4822680950164795,1.5364407300949097
add,sum,paradise,synonym,"[CLS] one day , i decided to [MASK] to my pet family and bring home a kitten . [SEP]",0.44368863105773926,2.4001846313476562
add,numbers,leaf,functional property,"[CLS] one day , i decided to [MASK] to my pet family and bring home a kitten . [SEP]",0.44368863105773926,2.4001846313476562
add,sum,paradise,synonym,[CLS] i was glad to [MASK] to my collection . [SEP],0.399731308221817,2.4359798431396484
add,numbers,leaf,functional property,[CLS] i was glad to [MASK] to my collection . [SEP],0.399731308221817,2.4359798431396484
add,sum,paradise,synonym,[CLS] she 's ready to [MASK] some more weight to the bar . [SEP],0.8137694597244263,1.1344114542007446
add,numbers,leaf,functional property,[CLS] she 's ready to [MASK] some more weight to the bar . [SEP],0.8137694597244263,1.1344114542007446
add,sum,paradise,synonym,[CLS] he decided to [MASK] some led lights to the bike frame and wheels . [SEP],0.8403387665748596,1.143444538116455
add,numbers,leaf,functional property,[CLS] he decided to [MASK] some led lights to the bike frame and wheels . [SEP],0.8403387665748596,1.143444538116455
add,sum,paradise,synonym,[CLS] she 's hoping to [MASK] some rare teddy bears to her collection . [SEP],0.9995878338813782,0.006814446300268173
add,numbers,leaf,functional property,[CLS] she 's hoping to [MASK] some rare teddy bears to her collection . [SEP],0.9995878338813782,0.006814446300268173
addition,subtraction,instructions,antonym,"[CLS] in [MASK] , he purchased his favorite player 's jersey . [SEP]",0.06499099731445312,5.752635955810547
addition,extension,valentine,unclassified,"[CLS] in [MASK] , he purchased his favorite player 's jersey . [SEP]",0.06499099731445312,5.752635955810547
addition,subtraction,instructions,antonym,[CLS] in [MASK] he charged a high price for his services . [SEP],0.08237512409687042,8.795666694641113
addition,extension,valentine,unclassified,[CLS] in [MASK] he charged a high price for his services . [SEP],0.08237512409687042,8.795666694641113
addition,subtraction,instructions,antonym,[CLS] he hired a contractor to build the new [MASK] . [SEP],0.2649170458316803,5.276614189147949
addition,extension,valentine,unclassified,[CLS] he hired a contractor to build the new [MASK] . [SEP],0.2649170458316803,5.276614189147949
addition,subtraction,instructions,antonym,"[CLS] in [MASK] , i realized that my body was soaked in sweat . [SEP]",0.5035954117774963,3.6066908836364746
addition,extension,valentine,unclassified,"[CLS] in [MASK] , i realized that my body was soaked in sweat . [SEP]",0.5035954117774963,3.6066908836364746
addition,subtraction,instructions,antonym,"[CLS] in [MASK] , he demanded jeff to do 100 - 200 push ups . [SEP]",0.5474250316619873,3.592543125152588
addition,extension,valentine,unclassified,"[CLS] in [MASK] , he demanded jeff to do 100 - 200 push ups . [SEP]",0.5474250316619873,3.592543125152588
addition,subtraction,instructions,antonym,[CLS] they have been a great [MASK] to our family . [SEP],0.7779959440231323,1.5800756216049194
addition,extension,valentine,unclassified,[CLS] they have been a great [MASK] to our family . [SEP],0.7779959440231323,1.5800756216049194
addition,subtraction,instructions,antonym,"[CLS] in [MASK] , she led us to getting a good grade . [SEP]",0.8168083429336548,1.775855302810669
addition,extension,valentine,unclassified,"[CLS] in [MASK] , she led us to getting a good grade . [SEP]",0.8168083429336548,1.775855302810669
addition,subtraction,instructions,antonym,"[CLS] in [MASK] , she asked me out the next day . [SEP]",0.8436556458473206,1.3127217292785645
addition,extension,valentine,unclassified,"[CLS] in [MASK] , she asked me out the next day . [SEP]",0.8436556458473206,1.3127217292785645
addition,subtraction,instructions,antonym,"[CLS] in [MASK] , it turned her umbrella inside out . [SEP]",0.9538170099258423,0.4681793451309204
addition,extension,valentine,unclassified,"[CLS] in [MASK] , it turned her umbrella inside out . [SEP]",0.9538170099258423,0.4681793451309204
addition,subtraction,instructions,antonym,"[CLS] in [MASK] , we stayed up all night . [SEP]",0.9735493063926697,0.33664050698280334
addition,extension,valentine,unclassified,"[CLS] in [MASK] , we stayed up all night . [SEP]",0.9735493063926697,0.33664050698280334
adventure,explorer,wary,unclassified,"[CLS] andy laughed , but got back up to enjoy his ice skating [MASK] . [SEP]",0.07386232912540436,7.018270492553711
adventure,conquest,intake,unclassified,"[CLS] andy laughed , but got back up to enjoy his ice skating [MASK] . [SEP]",0.07386232912540436,7.018270492553711
adventure,explorer,wary,unclassified,"[CLS] they did so , and loved every minute of passing scenery and [MASK] . [SEP]",0.19957013428211212,7.584382057189941
adventure,conquest,intake,unclassified,"[CLS] they did so , and loved every minute of passing scenery and [MASK] . [SEP]",0.19957013428211212,7.584382057189941
adventure,explorer,wary,unclassified,[CLS] herman was glad he went on such an exciting [MASK] . [SEP],0.3272446393966675,3.3319225311279297
adventure,conquest,intake,unclassified,[CLS] herman was glad he went on such an exciting [MASK] . [SEP],0.3272446393966675,3.3319225311279297
adventure,explorer,wary,unclassified,[CLS] in the end the road trip was an [MASK] to good to pass up . [SEP],0.4353272318840027,3.278351306915283
adventure,conquest,intake,unclassified,[CLS] in the end the road trip was an [MASK] to good to pass up . [SEP],0.4353272318840027,3.278351306915283
adventure,explorer,wary,unclassified,[CLS] jack had an [MASK] go wrong by falling down a hill with jill . [SEP],0.22174233198165894,4.383782386779785
adventure,conquest,intake,unclassified,[CLS] jack had an [MASK] go wrong by falling down a hill with jill . [SEP],0.22174233198165894,4.383782386779785
adventure,explorer,wary,unclassified,[CLS] he decided to pack up and go on a cross country [MASK] . [SEP],0.4666174650192261,2.286893844604492
adventure,conquest,intake,unclassified,[CLS] he decided to pack up and go on a cross country [MASK] . [SEP],0.4666174650192261,2.286893844604492
adventure,explorer,wary,unclassified,[CLS] after i got home i began planning my next [MASK] . [SEP],0.7762250304222107,1.9476587772369385
adventure,conquest,intake,unclassified,[CLS] after i got home i began planning my next [MASK] . [SEP],0.7762250304222107,1.9476587772369385
adventure,explorer,wary,unclassified,[CLS] but she knew he loved [MASK] and had always wanted to go skydiving . [SEP],0.7594475746154785,2.02085542678833
adventure,conquest,intake,unclassified,[CLS] but she knew he loved [MASK] and had always wanted to go skydiving . [SEP],0.7594475746154785,2.02085542678833
adventure,explorer,wary,unclassified,[CLS] rita 's dream was to go on a long hiking [MASK] on a trail . [SEP],0.9165685772895813,0.8159623742103577
adventure,conquest,intake,unclassified,[CLS] rita 's dream was to go on a long hiking [MASK] on a trail . [SEP],0.9165685772895813,0.8159623742103577
adventure,explorer,wary,unclassified,[CLS] the man continued on his [MASK] . [SEP],0.9731050133705139,0.3422015309333801
adventure,conquest,intake,unclassified,[CLS] the man continued on his [MASK] . [SEP],0.9731050133705139,0.3422015309333801
advice,suggest,no,synonym,[CLS] pim had a great time and mentally devalued his friends ' [MASK] . [SEP],0.048979662358760834,8.851898193359375
advice,advise,text,unclassified,[CLS] pim had a great time and mentally devalued his friends ' [MASK] . [SEP],0.048979662358760834,8.851898193359375
advice,suggest,no,synonym,[CLS] he got [MASK] from several people . [SEP],0.17005036771297455,6.622543811798096
advice,advise,text,unclassified,[CLS] he got [MASK] from several people . [SEP],0.17005036771297455,6.622543811798096
advice,suggest,no,synonym,[CLS] he never followed his parents [MASK] . [SEP],0.24844293296337128,5.389311790466309
advice,advise,text,unclassified,[CLS] he never followed his parents [MASK] . [SEP],0.24844293296337128,5.389311790466309
advice,suggest,no,synonym,"[CLS] when they graduated , charles ' father gave him [MASK] . [SEP]",0.1715289205312729,6.423931121826172
advice,advise,text,unclassified,"[CLS] when they graduated , charles ' father gave him [MASK] . [SEP]",0.1715289205312729,6.423931121826172
advice,suggest,no,synonym,[CLS] all his neighbors go to him for [MASK] . [SEP],0.6495912671089172,2.3552889823913574
advice,advise,text,unclassified,[CLS] all his neighbors go to him for [MASK] . [SEP],0.6495912671089172,2.3552889823913574
advice,suggest,no,synonym,[CLS] bob followed his [MASK] . [SEP],0.7183965444564819,2.1610610485076904
advice,advise,text,unclassified,[CLS] bob followed his [MASK] . [SEP],0.7183965444564819,2.1610610485076904
advice,suggest,no,synonym,[CLS] he researched online for some [MASK] . [SEP],0.5919341444969177,3.621412992477417
advice,advise,text,unclassified,[CLS] he researched online for some [MASK] . [SEP],0.5919341444969177,3.621412992477417
advice,suggest,no,synonym,"[CLS] she did n't know what to do , so she called her friend al for [MASK] . [SEP]",0.5378738641738892,1.4998621940612793
advice,advise,text,unclassified,"[CLS] she did n't know what to do , so she called her friend al for [MASK] . [SEP]",0.5378738641738892,1.4998621940612793
advice,suggest,no,synonym,[CLS] brad asked for [MASK] on how to handle the situation . [SEP],0.8864589333534241,0.9353793859481812
advice,advise,text,unclassified,[CLS] brad asked for [MASK] on how to handle the situation . [SEP],0.8864589333534241,0.9353793859481812
advice,suggest,no,synonym,[CLS] he asked a local for [MASK] on dining . [SEP],0.9537820219993591,0.4128556251525879
advice,advise,text,unclassified,[CLS] he asked a local for [MASK] on dining . [SEP],0.9537820219993591,0.4128556251525879
africa,continent,threat,supraordinate,[CLS] barry and his wife adopted a little girl from [MASK] . [SEP],0.052587077021598816,7.715383529663086
africa,hunger,straight,perceptual property,[CLS] barry and his wife adopted a little girl from [MASK] . [SEP],0.052587077021598816,7.715383529663086
africa,continent,threat,supraordinate,[CLS] uki was traveling in [MASK] . [SEP],0.18620455265045166,6.034554481506348
africa,hunger,straight,perceptual property,[CLS] uki was traveling in [MASK] . [SEP],0.18620455265045166,6.034554481506348
africa,continent,threat,supraordinate,[CLS] the family took a vacation to [MASK] to take a safari trip . [SEP],0.33316320180892944,4.287022590637207
africa,hunger,straight,perceptual property,[CLS] the family took a vacation to [MASK] to take a safari trip . [SEP],0.33316320180892944,4.287022590637207
africa,continent,threat,supraordinate,[CLS] he was from south [MASK] and anna was apprehensive and worried ! [SEP],0.3812033236026764,2.737443447113037
africa,hunger,straight,perceptual property,[CLS] he was from south [MASK] and anna was apprehensive and worried ! [SEP],0.3812033236026764,2.737443447113037
africa,continent,threat,supraordinate,"[CLS] after finishing a discipleship school in south [MASK] , i stayed longer . [SEP]",0.5548503994941711,2.5430498123168945
africa,hunger,straight,perceptual property,"[CLS] after finishing a discipleship school in south [MASK] , i stayed longer . [SEP]",0.5548503994941711,2.5430498123168945
africa,continent,threat,supraordinate,[CLS] i was visiting south [MASK] so a few people did n't speak good english . [SEP],0.5814805626869202,1.7203361988067627
africa,hunger,straight,perceptual property,[CLS] i was visiting south [MASK] so a few people did n't speak good english . [SEP],0.5814805626869202,1.7203361988067627
africa,continent,threat,supraordinate,"[CLS] so in table mountain in south [MASK] , we sang with strangers ! [SEP]",0.8545980453491211,1.0769575834274292
africa,hunger,straight,perceptual property,"[CLS] so in table mountain in south [MASK] , we sang with strangers ! [SEP]",0.8545980453491211,1.0769575834274292
africa,continent,threat,supraordinate,[CLS] brian left his home in south [MASK] to go to canada to study . [SEP],0.8147015571594238,1.3379101753234863
africa,hunger,straight,perceptual property,[CLS] brian left his home in south [MASK] to go to canada to study . [SEP],0.8147015571594238,1.3379101753234863
africa,continent,threat,supraordinate,"[CLS] one day , after a trip to south [MASK] , hector decides to write again ! [SEP]",0.9217180013656616,0.48722410202026367
africa,hunger,straight,perceptual property,"[CLS] one day , after a trip to south [MASK] , hector decides to write again ! [SEP]",0.9217180013656616,0.48722410202026367
africa,continent,threat,supraordinate,[CLS] she was accepted and spent 3 years in sub - saharan [MASK] . [SEP],0.999427080154419,0.00868314690887928
africa,hunger,straight,perceptual property,[CLS] she was accepted and spent 3 years in sub - saharan [MASK] . [SEP],0.999427080154419,0.00868314690887928
again,repeat,overwhelm,synonym,"[CLS] within a few weeks , jacob and his dog were playing [MASK] ! [SEP]",0.08607830852270126,7.998899459838867
again,never,cop,forward phrasal associate,"[CLS] within a few weeks , jacob and his dog were playing [MASK] ! [SEP]",0.08607830852270126,7.998899459838867
again,repeat,overwhelm,synonym,[CLS] lisa never let her daughter to dishes [MASK] . [SEP],0.16479797661304474,4.869235038757324
