context,constraint,entropy
[CLS] they hired a contractor to come in and [MASK] a wall of windows . [SEP],0.1818219572,4.183676242828369
[CLS] so she decided to [MASK] them to smoothies . [SEP],0.2621470243,4.817887306213379
[CLS] so she decided not to [MASK] any sugar . [SEP],0.3919487298,3.2284276485443115
[CLS] he did not know what to [MASK] . [SEP],0.4596839547,1.5364407300949097
"[CLS] one day , i decided to [MASK] to my pet family and bring home a kitten . [SEP]",0.5770953596,2.4001846313476562
[CLS] i was glad to [MASK] to my collection . [SEP],0.6027305722,2.4359798431396484
[CLS] she 's ready to [MASK] some more weight to the bar . [SEP],0.7543587983,1.1344114542007446
[CLS] he decided to [MASK] some led lights to the bike frame and wheels . [SEP],0.8592841625,1.143444538116455
[CLS] she 's hoping to [MASK] some rare teddy bears to her collection . [SEP],0.9977625906,0.006814446300268173
"[CLS] in [MASK] , he purchased his favorite player 's jersey . [SEP]",0.0753297322,5.752635955810547
[CLS] in [MASK] he charged a high price for his services . [SEP],0.1282626949,8.795666694641113
[CLS] he hired a contractor to build the new [MASK] . [SEP],0.2012652382,5.276614189147949
"[CLS] in [MASK] , i realized that my body was soaked in sweat . [SEP]",0.3472228125,3.6066908836364746
"[CLS] in [MASK] , he demanded jeff to do 100 - 200 push ups . [SEP]",0.4089253098,3.592543125152588
[CLS] they have been a great [MASK] to our family . [SEP],0.5577630252,1.5800756216049194
"[CLS] in [MASK] , she led us to getting a good grade . [SEP]",0.6541167647,1.775855302810669
"[CLS] in [MASK] , she asked me out the next day . [SEP]",0.7128819823,1.3127217292785645
"[CLS] in [MASK] , it turned her umbrella inside out . [SEP]",0.8856349587,0.4681793451309204
"[CLS] in [MASK] , we stayed up all night . [SEP]",0.9690443575,0.33664050698280334
"[CLS] andy laughed , but got back up to enjoy his ice skating [MASK] . [SEP]",0.0912811533,7.018270492553711
"[CLS] they did so , and loved every minute of passing scenery and [MASK] . [SEP]",0.1578088291,7.584382057189941
[CLS] herman was glad he went on such an exciting [MASK] . [SEP],0.2677633464,3.3319225311279297
[CLS] in the end the road trip was an [MASK] to good to pass up . [SEP],0.3556894213,3.278351306915283
[CLS] jack had an [MASK] go wrong by falling down a hill with jill . [SEP],0.4074334949,4.383782386779785
[CLS] he decided to pack up and go on a cross country [MASK] . [SEP],0.5163555741,2.286893844604492
[CLS] after i got home i began planning my next [MASK] . [SEP],0.6626630723,1.9476587772369385
[CLS] but she knew he loved [MASK] and had always wanted to go skydiving . [SEP],0.7037128806,2.02085542678833
[CLS] rita 's dream was to go on a long hiking [MASK] on a trail . [SEP],0.8659584522,0.8159623742103577
[CLS] the man continued on his [MASK] . [SEP],0.9615728855,0.3422015309333801
[CLS] pim had a great time and mentally devalued his friends ' [MASK] . [SEP],0.0640413109,8.851898193359375
[CLS] he got [MASK] from several people . [SEP],0.1295841485,6.622543811798096
[CLS] he never followed his parents [MASK] . [SEP],0.2991648465,5.389311790466309
"[CLS] when they graduated , charles ' father gave him [MASK] . [SEP]",0.3337270543,6.423931121826172
[CLS] all his neighbors go to him for [MASK] . [SEP],0.4933754653,2.3552889823913574
[CLS] bob followed his [MASK] . [SEP],0.5927820206,2.1610610485076904
[CLS] he researched online for some [MASK] . [SEP],0.6495467126,3.621412992477417
"[CLS] she did n't know what to do , so she called her friend al for [MASK] . [SEP]",0.7268549502,1.4998621940612793
[CLS] brad asked for [MASK] on how to handle the situation . [SEP],0.8172985613,0.9353793859481812
[CLS] he asked a local for [MASK] on dining . [SEP],0.9403062761,0.4128556251525879
[CLS] barry and his wife adopted a little girl from [MASK] . [SEP],0.0417395374,7.715383529663086
[CLS] uki was traveling in [MASK] . [SEP],0.1988787949,6.034554481506348
[CLS] the family took a vacation to [MASK] to take a safari trip . [SEP],0.2225324363,4.287022590637207
[CLS] he was from south [MASK] and anna was apprehensive and worried ! [SEP],0.3487887681,2.737443447113037
"[CLS] after finishing a discipleship school in south [MASK] , i stayed longer . [SEP]",0.4363573045,2.5430498123168945
[CLS] i was visiting south [MASK] so a few people did n't speak good english . [SEP],0.5048710555,1.7203361988067627
"[CLS] so in table mountain in south [MASK] , we sang with strangers ! [SEP]",0.6874776185,1.0769575834274292
[CLS] brian left his home in south [MASK] to go to canada to study . [SEP],0.7061654925,1.3379101753234863
"[CLS] one day , after a trip to south [MASK] , hector decides to write again ! [SEP]",0.8785242736,0.48722410202026367
[CLS] she was accepted and spent 3 years in sub - saharan [MASK] . [SEP],0.9986652732,0.00868314690887928
"[CLS] within a few weeks , jacob and his dog were playing [MASK] ! [SEP]",0.0809284747,7.998899459838867
[CLS] lisa never let her daughter to dishes [MASK] . [SEP],0.1859459579,4.869235038757324
[CLS] we are definitely thinking about going [MASK] next year . [SEP],0.2011333555,5.769488334655762
[CLS] lucius bought a sidecar in case his mother decided to ride [MASK] . [SEP],0.3842686564,3.5654609203338623
[CLS] i was so ashamed i never stole [MASK] . [SEP],0.4636401236,2.2154152393341064
[CLS] kevin never left food out [MASK] . [SEP],0.5273182839,2.1164159774780273
[CLS] tom never took a girl to a zoo [MASK] . [SEP],0.6521290839,2.467006206512451
[CLS] it took her three days to find it [MASK] . [SEP],0.7112959325,1.2851533889770508
[CLS] he never bought into media hype like that [MASK] . [SEP],0.8032423556,1.219563603401184
[CLS] paul never looked before he sat [MASK] . [SEP],0.9356688857,0.2691992521286011
[CLS] the titans were [MASK] the crapes . [SEP],0.0959334076,6.46119499206543
[CLS] his friends tried to get him to join [MASK] glenn . [SEP],0.1725504547,8.291990280151367
[CLS] the water splashed [MASK] him on the ground . [SEP],0.2292137071,3.9276254177093506
[CLS] she bought a huge ladder and set it up [MASK] her house . [SEP],0.3894277215,2.5153820514678955
[CLS] he held it [MASK] the item . [SEP],0.453398481,3.5537593364715576
[CLS] a radical group named move were the combatants [MASK] the police . [SEP],0.5925395787,1.8575681447982788
[CLS] he brushed his car [MASK] mine . [SEP],0.631239742,1.086349606513977
"[CLS] cindy was considering divorce , but it was [MASK] her religion . [SEP]",0.7533848286,0.3113240897655487
[CLS] the people she works with are discriminating [MASK] her . [SEP],0.8807434738,0.5083737373352051
[CLS] i also worried my students would rebel [MASK] me . [SEP],0.9815376699,0.12457385659217834
"[CLS] though , their parents did n't trust me because of my [MASK] . [SEP]",0.074092608,7.863467216491699
[CLS] she particularly hated expensive phones being cast aside due to [MASK] . [SEP],0.1182862781,8.368501663208008
[CLS] they thought he was not ready due to his [MASK] . [SEP],0.2521196306,6.98551607131958
[CLS] one day jeffrey was at the park and he spotted a boy that was his [MASK] . [SEP],0.367462948,3.8295352458953857
[CLS] susanna did n't appear to [MASK] . [SEP],0.4563454688,2.0368189811706543
[CLS] the photos were faded and damaged with [MASK] . [SEP],0.5297158062,3.581717014312744
[CLS] the doctor missed warning signs which she attributed to old [MASK] . [SEP],0.6257536113,3.1432926654815674
"[CLS] by [MASK] 25 , i had competed for five years ; my wish came true ! [SEP]",0.7570349574,2.2650065422058105
[CLS] she was very tiny for her [MASK] . [SEP],0.8901202381,1.1119407415390015
[CLS] he is n't like most boys his [MASK] . [SEP],0.994354099,0.028065450489521027
[CLS] tim took the [MASK] and went to the class . [SEP],0.0987941772,7.658060550689697
[CLS] they came to [MASK] to combine their favorite names into one . [SEP],0.1388632208,8.735548973083496
[CLS] the dealer backed out of the [MASK] . [SEP],0.2362041548,6.139706611633301
"[CLS] on the bright side , we made an [MASK] . [SEP]",0.3453913778,3.6963753700256348
[CLS] we made an [MASK] and i ended up giving her $ 1000 dollars . [SEP],0.4200890809,3.0158915519714355
[CLS] together alerah and her parents came to an [MASK] . [SEP],0.5843681544,1.3679540157318115
[CLS] they had an [MASK] that they would play for an hour . [SEP],0.6234335154,3.3868331909179688
[CLS] we signed an [MASK] for a car without air conditioning . [SEP],0.7207518369,0.4812375605106354
[CLS] all the students nodded in [MASK] as he talked about the mirrors . [SEP],0.8619358838,1.0302774906158447
"[CLS] however , they are not in [MASK] about what name to choose for him . [SEP]",0.949195683,0.3655851483345032
[CLS] she used her fan to circulate [MASK] in her home . [SEP],0.0881261937,7.430767059326172
"[CLS] while in the [MASK] , we started having turbulence . [SEP]",0.1430871896,6.6717963218688965
"[CLS] a few times , it went in the [MASK] . [SEP]",0.2316926122,6.759771347045898
[CLS] he hits a hidden rock and ascends into the [MASK] . [SEP],0.3616812974,3.423677444458008
[CLS] the [MASK] had to be turned on . [SEP],0.4207193851,4.180814266204834
[CLS] david was the best [MASK] hockey player in town . [SEP],0.5621419549,3.8346166610717773
"[CLS] as he threw his cap in the [MASK] , he smiled . [SEP]",0.6329562068,4.481755256652832
[CLS] the library has been a good source because they have [MASK] conditioning . [SEP],0.7765855491,0.4045166075229645
[CLS] she let in a huge gust of very cold [MASK] ! [SEP],0.869325012,0.6341338753700256
[CLS] my grandpa was an [MASK] traffic controller before he retired . [SEP],0.997923702,0.04967933148145676
[CLS] the [MASK] went far and the boy chased after . [SEP],0.0980381742,6.615530490875244
[CLS] he traveled by [MASK] . [SEP],0.1584317535,5.388089179992676
[CLS] today i rode on an [MASK] . [SEP],0.2056430951,5.481024742126465
[CLS] sam was an [MASK] pilot . [SEP],0.3503287137,3.177441120147705
[CLS] but randy was jumping out an [MASK] with a parachute . [SEP],0.4657784253,2.312394857406616
[CLS] francine has never been on an [MASK] before . [SEP],0.5799133629,3.5889434814453125
[CLS] she saved her money and got on an [MASK] . [SEP],0.6729001701,3.1546573638916016
[CLS] marcus was sitting on an [MASK] calmly . [SEP],0.7500459552,1.8618247509002686
[CLS] the first time i got on an [MASK] i was so scared . [SEP],0.8344573975,0.9524022340774536
[CLS] phyllis was afraid of flying on an [MASK] . [SEP],0.90909719470000006,0.6527513861656189
[CLS] so he decided to try some [MASK] . [SEP],0.0717596486,9.108284950256348
[CLS] mike decided to stop drinking [MASK] from then on . [SEP],0.1936196461,4.889413833618164
[CLS] tim had a problem with [MASK] . [SEP],0.2888552174,6.4156341552734375
[CLS] before i went to the labor union i had to get health and [MASK] cards . [SEP],0.3888057172,4.235273838043213
[CLS] he imbibed [MASK] until an idea presented itself . [SEP],0.4485222846,5.121211051940918
[CLS] she could n't stomach [MASK] and so got drunk easily . [SEP],0.5441547036,2.8080363273620605
"[CLS] he did find , though , that [MASK] worked better , anyway . [SEP]",0.6293443143,4.843237400054932
[CLS] she had gotten [MASK] poisoning from too much liquor . [SEP],0.791359812,1.4153392314910889
[CLS] the driver got out and wreaked of [MASK] . [SEP],0.8049897552,3.1442620754241943
[CLS] she flinched when she found an [MASK] bottle under her bed . [SEP],0.9352759123,0.5080600380897522
[CLS] it was [MASK] and it moved through the glass . [SEP],0.0784920808,6.736702919006348
[CLS] when the squid arrived it was still [MASK] . [SEP],0.1589360237,6.821549892425537
[CLS] i felt [MASK] and in touch with nature . [SEP],0.2882500514,4.744024276733398
[CLS] she thought a fish would be an easy pet to keep [MASK] . [SEP],0.3663357794,3.683525562286377
[CLS] the people became angry and burned her [MASK] for it . [SEP],0.4317105711,3.2282373905181885
[CLS] i am so glad i read herb kent kool gent book while he was still [MASK] . [SEP],0.592084378,1.4222369194030762
[CLS] she felt so lucky and grateful to be [MASK] ! [SEP],0.6596236378,1.4480137825012207
[CLS] jim feels very lucky to be [MASK] . [SEP],0.7308999896,1.5419690608978271
[CLS] but then she realized she was lucky to be [MASK] . [SEP],0.8432949185,1.125923752784729
"[CLS] upon landing , joe was grateful to still be [MASK] ! [SEP]",0.9406057596,0.5623743534088135
[CLS] he even made a movie [MASK] about airplanes . [SEP],0.0959830321,6.368768692016602
[CLS] so chewing gum can help with your concentration after [MASK] . [SEP],0.1643745825,5.930731773376465
[CLS] the girls were [MASK] playing during recess . [SEP],0.2445778027,4.682682991027832
[CLS] she attended [MASK] of the real estate classes . [SEP],0.3336725682,2.568222761154175
[CLS] over [MASK] she was happy to be in pretty good shape . [SEP],0.4834877774,5.481950759887695
[CLS] [MASK] of his friends wanted them . [SEP],0.5142401308,1.6192669868469238
[CLS] he stayed up [MASK] night until it passed . [SEP],0.6576300859,1.353509783744812
[CLS] [MASK] his friends at school told joey they loved his new hair . [SEP],0.7405217588,1.4334821701049805
[CLS] he spent [MASK] his time on the farm riding horses . [SEP],0.807104975,0.960920512676239
[CLS] instead he laid around [MASK] day . [SEP],0.9853260517,0.23074519634246826
[CLS] my health demanded i delegate stressful tasks and [MASK] play time . [SEP],0.0804147236,7.578546524047852
[CLS] unfortunately it was too late and the store did n't [MASK] it . [SEP],0.116259221,5.832159519195557
[CLS] she begged her parents to [MASK] it . [SEP],0.2257167399,5.506030559539795
[CLS] jimbo is pleased his boss does not [MASK] smoking . [SEP],0.3259318173,3.597550630569458
[CLS] ethel could n't [MASK] him to go more than an hour without calling . [SEP],0.4951456487,2.9230804443359375
[CLS] it was setup to [MASK] him to use his mouse to sign . [SEP],0.5192518234,2.69813871383667
[CLS] he did n't [MASK] mary to borrow his card again until she pays him back . [SEP],0.6274929047,2.0817668437957764
[CLS] she would not [MASK] her to have the greasy donut . [SEP],0.7485278845,0.6385338306427002
[CLS] they did n't [MASK] their kids to go anywhere . [SEP],0.8252508938,0.8563860058784485
[CLS] kenneth decided never to [MASK] another argument last so long . [SEP],0.9813140631,0.13110768795013428
[CLS] it began to feel rather [MASK] . [SEP],0.099464152,7.945091247558594
[CLS] alma was home [MASK] . [SEP],0.1928519309,3.9978628158569336
[CLS] she decided to get a pet to make her feel less [MASK] . [SEP],0.2738624588,4.770587921142578
[CLS] sara was mad that her friend left her [MASK] at the pool . [SEP],0.3885020092,3.121757984161377
[CLS] now i 'm sitting at home [MASK] while he 's in jail for battery . [SEP],0.4456883669,3.6321301460266113
"[CLS] rhonda was suddenly afraid , all [MASK] with the ancient mummy . [SEP]",0.5927394629,3.1409058570861816
[CLS] reen has a neighbor who lives [MASK] . [SEP],0.6291282177,1.777648687362671
[CLS] bob was left home [MASK] by his parents . [SEP],0.7582591772,1.917926549911499
[CLS] she was nervous about walking [MASK] between norms at night . [SEP],0.8659778535,0.8858377933502197
[CLS] nic did n't like to be in a crowd [MASK] and started panicking . [SEP],0.90031901,0.6334729194641113
[CLS] she then realized it would be [MASK] . [SEP],0.0517148282,8.732222557067871
[CLS] sam managed to gain back control and everyone was [MASK] . [SEP],0.1055615358,6.7383713722229
[CLS] he thought they were doing [MASK] . [SEP],0.2966668084,3.6853911876678467
[CLS] the camp supervisor started getting calls asking if they were [MASK] . [SEP],0.307244502,5.970405578613281
[CLS] she got help and everything was [MASK] . [SEP],0.4451325536,2.6756882667541504
"[CLS] with that in place , he did [MASK] . [SEP]",0.5485493988,3.3126585483551025
[CLS] the professor noticed her and asked if everything was [MASK] . [SEP],0.6161128283,1.6966676712036133
[CLS] the dinner was going [MASK] but we were worried about it . [SEP],0.7225190103,1.1973097324371338
"[CLS] as soon as i asked him if everything is [MASK] , he ran . [SEP]",0.8117058575,1.1151363849639893
[CLS] luckily she made it home [MASK] but it was a close call . [SEP],0.9109554887,0.6644487977027893
[CLS] brian and his dog [MASK] went for a walk around the block . [SEP],0.0588829033,9.004223823547363
[CLS] she vows to [MASK] double check against her list next time . [SEP],0.1052460633,6.4903645515441895
[CLS] sam was [MASK] the better basketball player . [SEP],0.2755325958,3.5989770889282227
[CLS] they were [MASK] coming back home full of mud . [SEP],0.350267306,3.10380220413208
[CLS] they were [MASK] showing off . [SEP],0.4789714664,3.526505470275879
[CLS] stuart had [MASK] seen the newest movies out . [SEP],0.535903722,3.1018543243408203
"[CLS] growing up we [MASK] had snowmobiles , quads and other toys . [SEP]",0.6016683131,1.4251675605773926
[CLS] there was [MASK] plenty of sand but no water . [SEP],0.7973043025,1.4253008365631104
[CLS] she became the swimmer she [MASK] wanted to be . [SEP],0.8306312859,0.4225192666053772
[CLS] it [MASK] chase him to school . [SEP],0.9085454345,0.5294549465179443
[CLS] the [MASK] arrived in record time . [SEP],0.0474158507,9.417293548583984
"[CLS] they carried me on a bed from the [MASK] , strapped in . [SEP]",0.1171200722,7.452764511108398
[CLS] he was taken to the hospital by helicopter [MASK] . [SEP],0.2811013311,5.070068359375
[CLS] they sent an [MASK] . [SEP],0.3282781839,5.076474189758301
[CLS] the 911 dispatcher sent over an [MASK] . [SEP],0.4456331134,2.695890426635742
"[CLS] there , she called an [MASK] . [SEP]",0.5276449993,7.76126766204834
[CLS] an [MASK] took stanley to the hospital . [SEP],0.6319845617,4.965267181396484
[CLS] his wife called for an [MASK] . [SEP],0.7876105309,1.5339473485946655
[CLS] he could no longer bear it so he called for an [MASK] . [SEP],0.8373737633,2.7065539360046387
[CLS] her friends had to call an [MASK] . [SEP],0.9940635562,0.1056893914937973
[CLS] but she recently moved to [MASK] . [SEP],0.088171009,7.504981994628906
[CLS] the young woman was excited to come to [MASK] . [SEP],0.1345730014,8.161149024963379
[CLS] [MASK] decided to launch an air attack on japan . [SEP],0.2664292678,4.431851387023926
[CLS] they were going to drive across [MASK] . [SEP],0.3368219882,6.064876079559326
[CLS] liam was going to [MASK] to work in a shop with his uncle . [SEP],0.4989281893,2.5914759635925293
[CLS] [MASK] had spent years embroiled in the vietnam war . [SEP],0.5158322453,4.252676486968994
"[CLS] eventually , she decided she wanted to help a child in [MASK] . [SEP]",0.6978000104,1.7881028652191162
[CLS] frederick started the history of slavery in [MASK] club on his campus . [SEP],0.7992912233,1.4431602954864502
[CLS] trevor was traveling in south [MASK] . [SEP],0.8160055876,0.4901902973651886
[CLS] donald went on to become the president of the united states of [MASK] . [SEP],0.9987837374,0.0007602553232572973
[CLS] the [MASK] regretted not doing more research before buying a ticket . [SEP],0.0668605343,8.987289428710938
[CLS] ana went to the [MASK] embassy and explained the problem . [SEP],0.1277713031,4.653773307800293
[CLS] some of the coins were [MASK] dollar coins . [SEP],0.2132436037,5.01577615737915
[CLS] the story was about a korean [MASK] family . [SEP],0.3087922484,6.074800491333008
[CLS] an [MASK] man went on a family vacation in mexico . [SEP],0.4464648664,2.5968663692474365
[CLS] ray went on to become the [MASK] lightweight champion . [SEP],0.5371762514,2.1389105319976807
[CLS] chung is a korean [MASK] author . [SEP],0.6671655178,3.849710702896118
[CLS] kayla tried out for [MASK] idol . [SEP],0.7772338688,0.5805898308753967
[CLS] tameka found an [MASK] express card on the ground outside . [SEP],0.8835012317,0.42484650015830994
[CLS] she always told everyone she was a native [MASK] . [SEP],0.9361806512,0.3611275851726532
[CLS] he was happy with the [MASK] . [SEP],0.068571372,8.166319847106934
[CLS] the lottery jackpot had grew to a historic [MASK] this time . [SEP],0.1979676634,6.5549774169921875
[CLS] sarah was almost scared by the [MASK] of options given there . [SEP],0.2522646934,4.934349060058594
[CLS] the [MASK] he earned was $ 1000 dollars . [SEP],0.3768138215,3.0966925621032715
[CLS] tom made a good [MASK] of money on it . [SEP],0.4195651859,1.7175662517547607
[CLS] he gasped when he saw the dollar [MASK] . [SEP],0.5726174414,1.1155756711959839
[CLS] upon arriving at the terminal he was amazed by the [MASK] of people . [SEP],0.6032619178,3.065408229827881
[CLS] now he makes a significant [MASK] more money . [SEP],0.7439740598,0.29098188877105713
[CLS] she doubled the [MASK] of pictures she takes . [SEP],0.8151808679,1.0693413019180298
[CLS] adam is trying reduce the [MASK] of debt he has . [SEP],0.9162380099,0.30898571014404297
[CLS] tim was able to control his [MASK] with the help of doing yoga . [SEP],0.0889209211,8.496292114257812
[CLS] he stood up from his seat in [MASK] and asked who said the joke . [SEP],0.1529520862,5.188152313232422
[CLS] onlookers saw [MASK] . [SEP],0.2953590453,3.6932244300842285
[CLS] but they talked her through her [MASK] and shame . [SEP],0.3066285104,4.0005950927734375
[CLS] donald felt [MASK] directed at his publisher . [SEP],0.4365446568,6.8901472091674805
[CLS] pat slammed the door shut in [MASK] . [SEP],0.5807461143,2.3996360301971436
[CLS] he shook the machine hard in [MASK] . [SEP],0.6253819764,3.557446002960205
"[CLS] in [MASK] , they made me stay in the hot car while they went shopping . [SEP]",0.7860476077,1.1005922555923462
[CLS] i found out her son had destroyed them in a fit of [MASK] . [SEP],0.8331155479,1.5880980491638184
[CLS] charles ' mother said her son had an [MASK] management problem . [SEP],0.9142314196,0.9434996247291565
"[CLS] [MASK] , corinne went back to her room to apply more make - up . [SEP]",0.0900152884,6.388596534729004
[CLS] willie did n't know if he did this on purpose but was [MASK] either way . [SEP],0.1416166835,5.1176652908325195
[CLS] they began to talk to the monkeys who became very [MASK] . [SEP],0.2111255787,4.817969799041748
"[CLS] a taxi was parked in the driveway , and the driver looked [MASK] . [SEP]",0.3408604711,5.5334553718566895
[CLS] sandra got [MASK] fast . [SEP],0.4470641166,3.4940602779388428
[CLS] she got [MASK] during our game and flipped the board over . [SEP],0.5308303535,3.629178047180176
[CLS] teresa drove to church very [MASK] that morning . [SEP],0.6424312294,2.045830249786377
[CLS] she was very [MASK] because she wanted to go on her school trip . [SEP],0.7247362435,2.884945869445801
[CLS] they got into a fight and went to sleep [MASK] . [SEP],0.8672001958,1.6742441654205322
[CLS] chris got [MASK] and shoved the drunk woman to the ground . [SEP],0.9407652915,0.5286487340927124
[CLS] it was the most complete example of the [MASK] ever found . [SEP],0.0437047742,9.762659072875977
[CLS] i disposed of the [MASK] and my house no longer smelled foul . [SEP],0.1064318977,7.330478668212891
[CLS] monkeys were her favorite [MASK] ! [SEP],0.2384903505,3.8623547554016113
[CLS] one day a tiny [MASK] came to his door . [SEP],0.3446017653,4.7366509437561035
[CLS] he decided as he got home that elephants were his new favorite [MASK] . [SEP],0.4125875682,2.2219834327697754
[CLS] his mom took him to the [MASK] shelter . [SEP],0.5729686916,3.049161434173584
[CLS] she decided that she wanted to check out her local [MASK] shelter . [SEP],0.6367502213,2.140406608581543
[CLS] i 'm glad we called [MASK] control to come get the cats . [SEP],0.7438791096,0.7360066175460815
[CLS] jo contacted an [MASK] welfare agency that investigated the store . [SEP],0.8140081763,0.40348169207572937
[CLS] the first [MASK] she saw was a little black and white puppy . [SEP],0.9786559045,0.28974026441574097
[CLS] he held the [MASK] and gently aligned it back to normal . [SEP],0.0415630993,8.82248306274414
[CLS] the [MASK] felt very bad and she had to rest it for a week . [SEP],0.1486471109,7.129819869995117
[CLS] julie felt a tingling on her [MASK] . [SEP],0.2630889565,4.969623565673828
[CLS] while they were hiking bob twisted his [MASK] . [SEP],0.3559299111,3.914370059967041
