category,constraint,target,related,unrelated,isolated_context,related_context,unrelated_context,isolated_probability,isolated_rank,related_probability,related_rank,unrelated_probability,unrelated_rank
open_class,low,abnormal,normal,egypt,[CLS] she did a presentation focusing on the [MASK] thinness of models . [SEP],[CLS] the next word is normal. she did a presentation focusing on the [MASK] thinness of models . [SEP],[CLS] the next word is egypt. she did a presentation focusing on the [MASK] thinness of models . [SEP],0.0005658218869939446,113,0.005918458569794893,20,0.0011377432383596897,68
open_class,low,abnormal,irregular,socket,[CLS] she did a presentation focusing on the [MASK] thinness of models . [SEP],[CLS] the next word is irregular. she did a presentation focusing on the [MASK] thinness of models . [SEP],[CLS] the next word is socket. she did a presentation focusing on the [MASK] thinness of models . [SEP],0.0005658218869939446,113,0.009770668111741543,14,0.0010172530310228467,99
open_class,high,abuse,use,disgusting,[CLS] she dealt with verbal [MASK] from her spouse on a daily basis . [SEP],[CLS] the next word is use. she dealt with verbal [MASK] from her spouse on a daily basis . [SEP],[CLS] the next word is disgusting. she dealt with verbal [MASK] from her spouse on a daily basis . [SEP],0.8565894365310669,1,0.8610175251960754,1,0.9401196837425232,1
open_class,high,abuse,torture,heroin,[CLS] she dealt with verbal [MASK] from her spouse on a daily basis . [SEP],[CLS] the next word is torture. she dealt with verbal [MASK] from her spouse on a daily basis . [SEP],[CLS] the next word is heroin. she dealt with verbal [MASK] from her spouse on a daily basis . [SEP],0.8565894365310669,1,0.9552642107009888,1,0.8743723630905151,1
open_class,low,abuse,use,disgusting,[CLS] he faced endless [MASK] from his friends as a result . [SEP],[CLS] the next word is use. he faced endless [MASK] from his friends as a result . [SEP],[CLS] the next word is disgusting. he faced endless [MASK] from his friends as a result . [SEP],0.03733409568667412,5,0.053349073976278305,5,0.03225288167595863,5
open_class,low,abuse,torture,heroin,[CLS] he faced endless [MASK] from his friends as a result . [SEP],[CLS] the next word is torture. he faced endless [MASK] from his friends as a result . [SEP],[CLS] the next word is heroin. he faced endless [MASK] from his friends as a result . [SEP],0.03733409568667412,5,0.10373076051473618,3,0.05913505703210831,4
open_class,high,accept,reject,jock,"[CLS] i apologized , but he said he did n't [MASK] my apology . [SEP]","[CLS] the next word is reject. i apologized , but he said he did n't [MASK] my apology . [SEP]","[CLS] the next word is jock. i apologized , but he said he did n't [MASK] my apology . [SEP]",0.5693507790565491,1,0.8769668340682983,1,0.787825882434845,1
open_class,high,accept,forgive,famous,"[CLS] i apologized , but he said he did n't [MASK] my apology . [SEP]","[CLS] the next word is forgive. i apologized , but he said he did n't [MASK] my apology . [SEP]","[CLS] the next word is famous. i apologized , but he said he did n't [MASK] my apology . [SEP]",0.5693507790565491,1,0.7908679246902466,1,0.8170105814933777,1
open_class,low,accept,reject,jock,[CLS] chad attempted to [MASK] a new task . [SEP],[CLS] the next word is reject. chad attempted to [MASK] a new task . [SEP],[CLS] the next word is jock. chad attempted to [MASK] a new task . [SEP],0.002871311968192458,45,0.0015350948087871075,61,0.001964033115655184,65
open_class,low,accept,forgive,famous,[CLS] chad attempted to [MASK] a new task . [SEP],[CLS] the next word is forgive. chad attempted to [MASK] a new task . [SEP],[CLS] the next word is famous. chad attempted to [MASK] a new task . [SEP],0.002871311968192458,45,0.0021721653174608946,62,0.0029544082935899496,47
open_class_problems,high,account,checking,now,[CLS] tom needed to get a bank [MASK] . [SEP],[CLS] the next word is checking. tom needed to get a bank [MASK] . [SEP],[CLS] the next word is now. tom needed to get a bank [MASK] . [SEP],0.46807369589805603,1,0.5331023931503296,1,0.3429276943206787,2
open_class_problems,high,account,joint,scalpel,[CLS] tom needed to get a bank [MASK] . [SEP],[CLS] the next word is joint. tom needed to get a bank [MASK] . [SEP],[CLS] the next word is scalpel. tom needed to get a bank [MASK] . [SEP],0.46807369589805603,1,0.2886839509010315,2,0.3252319097518921,2
open_class_problems,low,account,checking,now,[CLS] tom was looking at his bank [MASK] . [SEP],[CLS] the next word is checking. tom was looking at his bank [MASK] . [SEP],[CLS] the next word is now. tom was looking at his bank [MASK] . [SEP],0.15133950114250183,2,0.17423808574676514,2,0.1355331391096115,2
open_class_problems,low,account,joint,scalpel,[CLS] tom was looking at his bank [MASK] . [SEP],[CLS] the next word is joint. tom was looking at his bank [MASK] . [SEP],[CLS] the next word is scalpel. tom was looking at his bank [MASK] . [SEP],0.15133950114250183,2,0.11688262224197388,2,0.15278360247612,2
open_class,low,ache,stomach,reflection,[CLS] he threw up constantly and had a stomach [MASK] . [SEP],[CLS] the next word is stomach. he threw up constantly and had a stomach [MASK] . [SEP],[CLS] the next word is reflection. he threw up constantly and had a stomach [MASK] . [SEP],0.058801595121622086,5,0.033887654542922974,7,0.05196431651711464,5
open_class,low,ache,head,goo,[CLS] he threw up constantly and had a stomach [MASK] . [SEP],[CLS] the next word is head. he threw up constantly and had a stomach [MASK] . [SEP],[CLS] the next word is goo. he threw up constantly and had a stomach [MASK] . [SEP],0.058801595121622086,5,0.04015815630555153,5,0.05250091850757599,5
open_class,high,ache,stomach,reflection,[CLS] one day he got a tummy [MASK] from the grease . [SEP],[CLS] the next word is stomach. one day he got a tummy [MASK] from the grease . [SEP],[CLS] the next word is reflection. one day he got a tummy [MASK] from the grease . [SEP],0.4699486196041107,1,0.3547702133655548,1,0.40762609243392944,1
open_class,high,ache,head,goo,[CLS] one day he got a tummy [MASK] from the grease . [SEP],[CLS] the next word is head. one day he got a tummy [MASK] from the grease . [SEP],[CLS] the next word is goo. one day he got a tummy [MASK] from the grease . [SEP],0.4699486196041107,1,0.3746166229248047,1,0.3717133402824402,1
open_class,low,achieve,goal,girl,[CLS] mike was able to [MASK] a healthy weight . [SEP],[CLS] the next word is goal. mike was able to [MASK] a healthy weight . [SEP],[CLS] the next word is girl. mike was able to [MASK] a healthy weight . [SEP],0.004588169511407614,13,0.003839237615466118,17,0.004668097011744976,14
open_class,low,achieve,strive,taste,[CLS] mike was able to [MASK] a healthy weight . [SEP],[CLS] the next word is strive. mike was able to [MASK] a healthy weight . [SEP],[CLS] the next word is taste. mike was able to [MASK] a healthy weight . [SEP],0.004588169511407614,13,0.004136435687541962,15,0.005636430811136961,12
open_class,high,achieve,goal,girl,[CLS] he decided to move to california to [MASK] his dreams . [SEP],[CLS] the next word is goal. he decided to move to california to [MASK] his dreams . [SEP],[CLS] the next word is girl. he decided to move to california to [MASK] his dreams . [SEP],0.030528858304023743,4,0.0656076967716217,4,0.030736105516552925,4
open_class,high,achieve,strive,taste,[CLS] he decided to move to california to [MASK] his dreams . [SEP],[CLS] the next word is strive. he decided to move to california to [MASK] his dreams . [SEP],[CLS] the next word is taste. he decided to move to california to [MASK] his dreams . [SEP],0.030528858304023743,4,0.043981704860925674,4,0.02880183793604374,5
open_class,low,act,perform,frisk,[CLS] the children began to [MASK] in a hyper manner . [SEP],[CLS] the next word is perform. the children began to [MASK] in a hyper manner . [SEP],[CLS] the next word is frisk. the children began to [MASK] in a hyper manner . [SEP],0.012314466759562492,15,0.019181016832590103,12,0.008645271882414818,19
open_class,low,act,pretend,ton,[CLS] the children began to [MASK] in a hyper manner . [SEP],[CLS] the next word is pretend. the children began to [MASK] in a hyper manner . [SEP],[CLS] the next word is ton. the children began to [MASK] in a hyper manner . [SEP],0.012314466759562492,15,0.008681834675371647,17,0.004512749146670103,24
open_class,high,act,perform,frisk,[CLS] they were happily until the teacher started to [MASK] serious . [SEP],[CLS] the next word is perform. they were happily until the teacher started to [MASK] serious . [SEP],[CLS] the next word is frisk. they were happily until the teacher started to [MASK] serious . [SEP],0.00015847648319322616,16,0.00033948468626476824,14,0.00017319360631518066,15
open_class,high,act,pretend,ton,[CLS] they were happily until the teacher started to [MASK] serious . [SEP],[CLS] the next word is pretend. they were happily until the teacher started to [MASK] serious . [SEP],[CLS] the next word is ton. they were happily until the teacher started to [MASK] serious . [SEP],0.00015847648319322616,16,0.000255202641710639,13,0.0002403697872068733,16
open_class,high,action,reaction,dip,"[CLS] john relaxed , enjoying his chinese food and [MASK] movies . [SEP]","[CLS] the next word is reaction. john relaxed , enjoying his chinese food and [MASK] movies . [SEP]","[CLS] the next word is dip. john relaxed , enjoying his chinese food and [MASK] movies . [SEP]",0.006362216081470251,20,0.0026443495880812407,27,0.002932134084403515,26
open_class,high,action,consequence,trade,"[CLS] john relaxed , enjoying his chinese food and [MASK] movies . [SEP]","[CLS] the next word is consequence. john relaxed , enjoying his chinese food and [MASK] movies . [SEP]","[CLS] the next word is trade. john relaxed , enjoying his chinese food and [MASK] movies . [SEP]",0.006362216081470251,20,0.002570764860138297,27,0.0036465139128267765,26
open_class,low,action,reaction,dip,[CLS] randy and juan were watching an [MASK] . [SEP],[CLS] the next word is reaction. randy and juan were watching an [MASK] . [SEP],[CLS] the next word is dip. randy and juan were watching an [MASK] . [SEP],0.011196242645382881,18,0.015062869526445866,10,0.01614723727107048,10
open_class,low,action,consequence,trade,[CLS] randy and juan were watching an [MASK] . [SEP],[CLS] the next word is consequence. randy and juan were watching an [MASK] . [SEP],[CLS] the next word is trade. randy and juan were watching an [MASK] . [SEP],0.011196242645382881,18,0.01399571355432272,11,0.013555600307881832,12
open_class,low,active,hyper,disperse,[CLS] jason was a very [MASK] man who loved skiing . [SEP],[CLS] the next word is hyper. jason was a very [MASK] man who loved skiing . [SEP],[CLS] the next word is disperse. jason was a very [MASK] man who loved skiing . [SEP],0.011459015309810638,19,0.011073986999690533,17,0.011232676915824413,16
open_class,low,active,passive,virtue,[CLS] jason was a very [MASK] man who loved skiing . [SEP],[CLS] the next word is passive. jason was a very [MASK] man who loved skiing . [SEP],[CLS] the next word is virtue. jason was a very [MASK] man who loved skiing . [SEP],0.011459015309810638,19,0.021182306110858917,10,0.009684232994914055,23
open_class,high,active,hyper,disperse,[CLS] carrie was in [MASK] labor . [SEP],[CLS] the next word is hyper. carrie was in [MASK] labor . [SEP],[CLS] the next word is disperse. carrie was in [MASK] labor . [SEP],0.0029364482033997774,22,0.0040592895820736885,27,0.0028277880046516657,29
open_class,high,active,passive,virtue,[CLS] carrie was in [MASK] labor . [SEP],[CLS] the next word is passive. carrie was in [MASK] labor . [SEP],[CLS] the next word is virtue. carrie was in [MASK] labor . [SEP],0.0029364482033997774,22,0.005879025906324387,14,0.0017367664258927107,27
open_class,low,actor,actress,coast,[CLS] lenny is an [MASK] . [SEP],[CLS] the next word is actress. lenny is an [MASK] . [SEP],[CLS] the next word is coast. lenny is an [MASK] . [SEP],0.06771258264780045,4,0.5454616546630859,1,0.037385713309049606,5
open_class,low,actor,comedian,wasted,[CLS] lenny is an [MASK] . [SEP],[CLS] the next word is comedian. lenny is an [MASK] . [SEP],[CLS] the next word is wasted. lenny is an [MASK] . [SEP],0.06771258264780045,4,0.6138997077941895,1,0.011013767682015896,5
open_class,high,actor,actress,coast,[CLS] anita wanted to sleep but the [MASK] suggested she leave . [SEP],[CLS] the next word is actress. anita wanted to sleep but the [MASK] suggested she leave . [SEP],[CLS] the next word is coast. anita wanted to sleep but the [MASK] suggested she leave . [SEP],6.771532935090363e-05,410,0.00015791287296451628,229,5.6615768698975444e-05,488
open_class,high,actor,comedian,wasted,[CLS] anita wanted to sleep but the [MASK] suggested she leave . [SEP],[CLS] the next word is comedian. anita wanted to sleep but the [MASK] suggested she leave . [SEP],[CLS] the next word is wasted. anita wanted to sleep but the [MASK] suggested she leave . [SEP],6.771532935090363e-05,410,6.400677375495434e-05,409,8.063092536758631e-05,472
open_class,high,actress,actor,four,[CLS] monica always wanted to become a big [MASK] . [SEP],[CLS] the next word is actor. monica always wanted to become a big [MASK] . [SEP],[CLS] the next word is four. monica always wanted to become a big [MASK] . [SEP],0.0044820369221270084,26,0.25522732734680176,2,0.0015080099692568183,38
open_class,high,actress,bullock,forbidden,[CLS] monica always wanted to become a big [MASK] . [SEP],[CLS] the next word is bullock. monica always wanted to become a big [MASK] . [SEP],[CLS] the next word is forbidden. monica always wanted to become a big [MASK] . [SEP],0.0044820369221270084,26,0.007435191888362169,13,0.0021364057902246714,29
open_class,low,actress,actor,four,[CLS] mandy was a struggling [MASK] . [SEP],[CLS] the next word is actor. mandy was a struggling [MASK] . [SEP],[CLS] the next word is four. mandy was a struggling [MASK] . [SEP],0.0008465531282126904,85,0.8556520342826843,1,0.002568374387919903,38
open_class,low,actress,bullock,forbidden,[CLS] mandy was a struggling [MASK] . [SEP],[CLS] the next word is bullock. mandy was a struggling [MASK] . [SEP],[CLS] the next word is forbidden. mandy was a struggling [MASK] . [SEP],0.0008465531282126904,85,0.0012759845703840256,61,0.0017789494013413787,58
open_class_problems,high,add,sum,paradise,[CLS] but then he [MASK] too little . [SEP],[CLS] the next word is sum. but then he [MASK] too little . [SEP],[CLS] the next word is paradise. but then he [MASK] too little . [SEP],1.0925094784397515e-06,1056,0.00020550370390992612,106,9.708732977742329e-05,149
open_class_problems,high,add,numbers,leaf,[CLS] but then he [MASK] too little . [SEP],[CLS] the next word is numbers. but then he [MASK] too little . [SEP],[CLS] the next word is leaf. but then he [MASK] too little . [SEP],1.0925094784397515e-06,1056,0.0001610004692338407,96,0.00013164673873689026,117
open_class_problems,low,add,sum,paradise,[CLS] tim did not know how to [MASK] . [SEP],[CLS] the next word is sum. tim did not know how to [MASK] . [SEP],[CLS] the next word is paradise. tim did not know how to [MASK] . [SEP],3.5779073641606374e-06,498,1.0294304956914857e-05,410,9.328613487014081e-06,394
open_class_problems,low,add,numbers,leaf,[CLS] tim did not know how to [MASK] . [SEP],[CLS] the next word is numbers. tim did not know how to [MASK] . [SEP],[CLS] the next word is leaf. tim did not know how to [MASK] . [SEP],3.5779073641606374e-06,498,1.110396897274768e-05,386,7.720052963122725e-06,489
open_class,high,addition,subtraction,instructions,[CLS] the frog was a great new [MASK] to his house ! [SEP],[CLS] the next word is subtraction. the frog was a great new [MASK] to his house ! [SEP],[CLS] the next word is instructions. the frog was a great new [MASK] to his house ! [SEP],0.9628844857215881,1,0.9587735533714294,1,0.970967173576355,1
open_class,high,addition,extension,valentine,[CLS] the frog was a great new [MASK] to his house ! [SEP],[CLS] the next word is extension. the frog was a great new [MASK] to his house ! [SEP],[CLS] the next word is valentine. the frog was a great new [MASK] to his house ! [SEP],0.9628844857215881,1,0.9679897427558899,1,0.97066330909729,1
open_class,low,addition,subtraction,instructions,"[CLS] in [MASK] , abby learned that there were even camping grounds there . [SEP]","[CLS] the next word is subtraction. in [MASK] , abby learned that there were even camping grounds there . [SEP]","[CLS] the next word is instructions. in [MASK] , abby learned that there were even camping grounds there . [SEP]",0.03744703531265259,3,0.01776621863245964,3,0.01026907842606306,4
open_class,low,addition,extension,valentine,"[CLS] in [MASK] , abby learned that there were even camping grounds there . [SEP]","[CLS] the next word is extension. in [MASK] , abby learned that there were even camping grounds there . [SEP]","[CLS] the next word is valentine. in [MASK] , abby learned that there were even camping grounds there . [SEP]",0.03744703531265259,3,0.020773176103830338,3,0.021935760974884033,3
open_class,high,adventure,explorer,wary,"[CLS] while nervous , gary knew this was going to be an [MASK] . [SEP]","[CLS] the next word is explorer. while nervous , gary knew this was going to be an [MASK] . [SEP]","[CLS] the next word is wary. while nervous , gary knew this was going to be an [MASK] . [SEP]",0.5717493295669556,1,0.531284511089325,1,0.37304723262786865,1
open_class,high,adventure,conquest,intake,"[CLS] while nervous , gary knew this was going to be an [MASK] . [SEP]","[CLS] the next word is conquest. while nervous , gary knew this was going to be an [MASK] . [SEP]","[CLS] the next word is intake. while nervous , gary knew this was going to be an [MASK] . [SEP]",0.5717493295669556,1,0.7057763934135437,1,0.4404587745666504,1
open_class,low,adventure,explorer,wary,[CLS] jerry started to feel excited for his new [MASK] . [SEP],[CLS] the next word is explorer. jerry started to feel excited for his new [MASK] . [SEP],[CLS] the next word is wary. jerry started to feel excited for his new [MASK] . [SEP],0.0058924295008182526,18,0.029839130118489265,7,0.007780448067933321,17
open_class,low,adventure,conquest,intake,[CLS] jerry started to feel excited for his new [MASK] . [SEP],[CLS] the next word is conquest. jerry started to feel excited for his new [MASK] . [SEP],[CLS] the next word is intake. jerry started to feel excited for his new [MASK] . [SEP],0.0058924295008182526,18,0.02203824743628502,10,0.009224435314536095,16
open_class,high,advice,suggest,no,[CLS] he asked his best friend for [MASK] . [SEP],[CLS] the next word is suggest. he asked his best friend for [MASK] . [SEP],[CLS] the next word is no. he asked his best friend for [MASK] . [SEP],0.26276981830596924,2,0.2181616574525833,2,0.17476357519626617,2
open_class,high,advice,advise,text,[CLS] he asked his best friend for [MASK] . [SEP],[CLS] the next word is advise. he asked his best friend for [MASK] . [SEP],[CLS] the next word is text. he asked his best friend for [MASK] . [SEP],0.26276981830596924,2,0.20161443948745728,2,0.21274122595787048,1
open_class,low,advice,suggest,no,[CLS] she decided to listen to my [MASK] . [SEP],[CLS] the next word is suggest. she decided to listen to my [MASK] . [SEP],[CLS] the next word is no. she decided to listen to my [MASK] . [SEP],0.09933077543973923,2,0.07945656776428223,2,0.10699066519737244,1
open_class,low,advice,advise,text,[CLS] she decided to listen to my [MASK] . [SEP],[CLS] the next word is advise. she decided to listen to my [MASK] . [SEP],[CLS] the next word is text. she decided to listen to my [MASK] . [SEP],0.09933077543973923,2,0.15951193869113922,1,0.014488118700683117,10
open_class,low,africa,continent,threat,[CLS] she got to travel to [MASK] to educate young children . [SEP],[CLS] the next word is continent. she got to travel to [MASK] to educate young children . [SEP],[CLS] the next word is threat. she got to travel to [MASK] to educate young children . [SEP],0.04784541577100754,2,0.7832192778587341,1,0.06196099519729614,2
open_class,low,africa,hunger,straight,[CLS] she got to travel to [MASK] to educate young children . [SEP],[CLS] the next word is hunger. she got to travel to [MASK] to educate young children . [SEP],[CLS] the next word is straight. she got to travel to [MASK] to educate young children . [SEP],0.04784541577100754,2,0.11215095967054367,1,0.09522920101881027,1
open_class,high,africa,continent,threat,[CLS] leila went on safari in [MASK] . [SEP],[CLS] the next word is continent. leila went on safari in [MASK] . [SEP],[CLS] the next word is threat. leila went on safari in [MASK] . [SEP],0.6134486794471741,1,0.8416100740432739,1,0.695874035358429,1
open_class,high,africa,hunger,straight,[CLS] leila went on safari in [MASK] . [SEP],[CLS] the next word is hunger. leila went on safari in [MASK] . [SEP],[CLS] the next word is straight. leila went on safari in [MASK] . [SEP],0.6134486794471741,1,0.743296205997467,1,0.7946057915687561,1
open_class,high,again,repeat,overwhelm,[CLS] alexandria never made spaghetti ever [MASK] . [SEP],[CLS] the next word is repeat. alexandria never made spaghetti ever [MASK] . [SEP],[CLS] the next word is overwhelm. alexandria never made spaghetti ever [MASK] . [SEP],0.9203243255615234,1,0.7639783620834351,1,0.6419734954833984,1
open_class,high,again,never,cop,[CLS] alexandria never made spaghetti ever [MASK] . [SEP],[CLS] the next word is never. alexandria never made spaghetti ever [MASK] . [SEP],[CLS] the next word is cop. alexandria never made spaghetti ever [MASK] . [SEP],0.9203243255615234,1,0.7672904133796692,1,0.7340208888053894,1
open_class,low,again,repeat,overwhelm,"[CLS] last night , they beat carolina [MASK] and looked good doing it . [SEP]","[CLS] the next word is repeat. last night , they beat carolina [MASK] and looked good doing it . [SEP]","[CLS] the next word is overwhelm. last night , they beat carolina [MASK] and looked good doing it . [SEP]",0.0332171730697155,3,0.07478004693984985,3,0.037889186292886734,3
open_class,low,again,never,cop,"[CLS] last night , they beat carolina [MASK] and looked good doing it . [SEP]","[CLS] the next word is never. last night , they beat carolina [MASK] and looked good doing it . [SEP]","[CLS] the next word is cop. last night , they beat carolina [MASK] and looked good doing it . [SEP]",0.0332171730697155,3,0.05524156987667084,3,0.010838380083441734,3
open_class,high,age,years,rip,[CLS] he learns how to play several instruments at a young [MASK] . [SEP],[CLS] the next word is years. he learns how to play several instruments at a young [MASK] . [SEP],[CLS] the next word is rip. he learns how to play several instruments at a young [MASK] . [SEP],0.9999415874481201,1,0.9998692274093628,1,0.9998964071273804,1
open_class,high,age,mature,professor,[CLS] he learns how to play several instruments at a young [MASK] . [SEP],[CLS] the next word is mature. he learns how to play several instruments at a young [MASK] . [SEP],[CLS] the next word is professor. he learns how to play several instruments at a young [MASK] . [SEP],0.9999415874481201,1,0.9998786449432373,1,0.9998738765716553,1
open_class,low,age,years,rip,"[CLS] by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]","[CLS] the next word is years. by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]","[CLS] the next word is rip. by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]",0.9645132422447205,1,0.9906314611434937,1,0.9857974648475647,1
open_class,low,age,mature,professor,"[CLS] by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]","[CLS] the next word is mature. by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]","[CLS] the next word is professor. by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]",0.9645132422447205,1,0.9945940375328064,1,0.9931828379631042,1
open_class,high,agreement,contract,pro,[CLS] two weeks later i found out that marty had broken our [MASK] . [SEP],[CLS] the next word is contract. two weeks later i found out that marty had broken our [MASK] . [SEP],[CLS] the next word is pro. two weeks later i found out that marty had broken our [MASK] . [SEP],0.01049545407295227,5,0.1104092225432396,3,0.047268159687519073,3
open_class,high,agreement,negotiation,fancy,[CLS] two weeks later i found out that marty had broken our [MASK] . [SEP],[CLS] the next word is negotiation. two weeks later i found out that marty had broken our [MASK] . [SEP],[CLS] the next word is fancy. two weeks later i found out that marty had broken our [MASK] . [SEP],0.01049545407295227,5,0.08158650249242783,2,0.02380654215812683,3
open_class,low,agreement,contract,pro,[CLS] now they made an [MASK] on who can wear the shoes on what day . [SEP],[CLS] the next word is contract. now they made an [MASK] on who can wear the shoes on what day . [SEP],[CLS] the next word is pro. now they made an [MASK] on who can wear the shoes on what day . [SEP],0.08815868943929672,2,0.7971609830856323,1,0.06159937009215355,2
open_class,low,agreement,negotiation,fancy,[CLS] now they made an [MASK] on who can wear the shoes on what day . [SEP],[CLS] the next word is negotiation. now they made an [MASK] on who can wear the shoes on what day . [SEP],[CLS] the next word is fancy. now they made an [MASK] on who can wear the shoes on what day . [SEP],0.08815868943929672,2,0.5925740599632263,1,0.053804729133844376,2
open_class,high,air,fan,listen,"[CLS] once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]","[CLS] the next word is fan. once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]","[CLS] the next word is listen. once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]",0.9999709129333496,1,0.9999721050262451,1,0.9999740123748779,1
open_class,high,air,cool,guest,"[CLS] once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]","[CLS] the next word is cool. once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]","[CLS] the next word is guest. once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]",0.9999709129333496,1,0.9999843835830688,1,0.9999772310256958,1
open_class,low,air,fan,listen,[CLS] the [MASK] got very difficult to breathe . [SEP],[CLS] the next word is fan. the [MASK] got very difficult to breathe . [SEP],[CLS] the next word is listen. the [MASK] got very difficult to breathe . [SEP],0.09740150719881058,2,0.25102248787879944,1,0.21779285371303558,1
open_class,low,air,cool,guest,[CLS] the [MASK] got very difficult to breathe . [SEP],[CLS] the next word is cool. the [MASK] got very difficult to breathe . [SEP],[CLS] the next word is guest. the [MASK] got very difficult to breathe . [SEP],0.09740150719881058,2,0.36947745084762573,1,0.3103165030479431,1
open_class,low,airplane,flying,essay,[CLS] i then saw a [MASK] fly into the second building . [SEP],[CLS] the next word is flying. i then saw a [MASK] fly into the second building . [SEP],[CLS] the next word is essay. i then saw a [MASK] fly into the second building . [SEP],0.000142616598168388,388,0.0003219163918402046,248,0.00041264851461164653,218
open_class,low,airplane,fly,bedroom,[CLS] i then saw a [MASK] fly into the second building . [SEP],[CLS] the next word is fly. i then saw a [MASK] fly into the second building . [SEP],[CLS] the next word is bedroom. i then saw a [MASK] fly into the second building . [SEP],0.000142616598168388,388,0.0005261633195914328,163,0.00023381803475786,309
open_class,high,airplane,flying,essay,"[CLS] when sam stepped out the [MASK] , his family was there . [SEP]","[CLS] the next word is flying. when sam stepped out the [MASK] , his family was there . [SEP]","[CLS] the next word is essay. when sam stepped out the [MASK] , his family was there . [SEP]",8.155042451107875e-06,294,1.590888132341206e-05,209,1.622591844352428e-05,239
