category,constraint,target,related,unrelated,isolated_context,related_context,unrelated_context,isolated_probability,isolated_rank,related_probability,related_rank,unrelated_probability,unrelated_rank
open_class,low,act,pretend,ton,[CLS] the children began to [MASK] in a hyper manner . [SEP],[CLS] pretend. the children began to [MASK] in a hyper manner . [SEP],[CLS] ton. the children began to [MASK] in a hyper manner . [SEP],0.012314466759562492,15,0.016876792535185814,12,0.016447244212031364,12
open_class,high,act,perform,frisk,[CLS] they were happily until the teacher started to [MASK] serious . [SEP],[CLS] perform. they were happily until the teacher started to [MASK] serious . [SEP],[CLS] frisk. they were happily until the teacher started to [MASK] serious . [SEP],0.00015847648319322616,16,0.00024756777565926313,15,0.00017904790001921356,17
open_class,high,act,pretend,ton,[CLS] they were happily until the teacher started to [MASK] serious . [SEP],[CLS] pretend. they were happily until the teacher started to [MASK] serious . [SEP],[CLS] ton. they were happily until the teacher started to [MASK] serious . [SEP],0.00015847648319322616,16,0.00022283372527454048,14,0.0001765681226970628,17
open_class,high,action,reaction,dip,"[CLS] john relaxed , enjoying his chinese food and [MASK] movies . [SEP]","[CLS] reaction. john relaxed , enjoying his chinese food and [MASK] movies . [SEP]","[CLS] dip. john relaxed , enjoying his chinese food and [MASK] movies . [SEP]",0.006362216081470251,20,0.008616372011601925,19,0.008041827008128166,18
open_class,high,action,consequence,trade,"[CLS] john relaxed , enjoying his chinese food and [MASK] movies . [SEP]","[CLS] consequence. john relaxed , enjoying his chinese food and [MASK] movies . [SEP]","[CLS] trade. john relaxed , enjoying his chinese food and [MASK] movies . [SEP]",0.006362216081470251,20,0.007695238571614027,18,0.0075970361940562725,22
open_class,low,action,reaction,dip,[CLS] randy and juan were watching an [MASK] . [SEP],[CLS] reaction. randy and juan were watching an [MASK] . [SEP],[CLS] dip. randy and juan were watching an [MASK] . [SEP],0.011196242645382881,18,0.010802818462252617,11,0.009618178009986877,14
open_class,low,action,consequence,trade,[CLS] randy and juan were watching an [MASK] . [SEP],[CLS] consequence. randy and juan were watching an [MASK] . [SEP],[CLS] trade. randy and juan were watching an [MASK] . [SEP],0.011196242645382881,18,0.008847582153975964,14,0.007789052091538906,17
open_class,low,active,hyper,disperse,[CLS] jason was a very [MASK] man who loved skiing . [SEP],[CLS] hyper. jason was a very [MASK] man who loved skiing . [SEP],[CLS] disperse. jason was a very [MASK] man who loved skiing . [SEP],0.011459015309810638,19,0.005519629921764135,33,0.0056367432698607445,33
open_class,low,active,passive,virtue,[CLS] jason was a very [MASK] man who loved skiing . [SEP],[CLS] passive. jason was a very [MASK] man who loved skiing . [SEP],[CLS] virtue. jason was a very [MASK] man who loved skiing . [SEP],0.011459015309810638,19,0.006388885900378227,27,0.007082303520292044,26
open_class,high,active,hyper,disperse,[CLS] carrie was in [MASK] labor . [SEP],[CLS] hyper. carrie was in [MASK] labor . [SEP],[CLS] disperse. carrie was in [MASK] labor . [SEP],0.0029364482033997774,22,0.005240741651505232,22,0.003287790808826685,23
open_class,high,active,passive,virtue,[CLS] carrie was in [MASK] labor . [SEP],[CLS] passive. carrie was in [MASK] labor . [SEP],[CLS] virtue. carrie was in [MASK] labor . [SEP],0.0029364482033997774,22,0.006256815046072006,15,0.0040281605906784534,15
open_class,low,actor,actress,coast,[CLS] lenny is an [MASK] . [SEP],[CLS] actress. lenny is an [MASK] . [SEP],[CLS] coast. lenny is an [MASK] . [SEP],0.06771258264780045,4,0.3693426549434662,1,0.07844340801239014,2
open_class,low,actor,comedian,wasted,[CLS] lenny is an [MASK] . [SEP],[CLS] comedian. lenny is an [MASK] . [SEP],[CLS] wasted. lenny is an [MASK] . [SEP],0.06771258264780045,4,0.6100797653198242,1,0.03856336325407028,4
open_class,high,actor,actress,coast,[CLS] anita wanted to sleep but the [MASK] suggested she leave . [SEP],[CLS] actress. anita wanted to sleep but the [MASK] suggested she leave . [SEP],[CLS] coast. anita wanted to sleep but the [MASK] suggested she leave . [SEP],6.771532935090363e-05,410,0.0018554388079792261,39,5.271110057947226e-05,497
open_class,high,actor,comedian,wasted,[CLS] anita wanted to sleep but the [MASK] suggested she leave . [SEP],[CLS] comedian. anita wanted to sleep but the [MASK] suggested she leave . [SEP],[CLS] wasted. anita wanted to sleep but the [MASK] suggested she leave . [SEP],6.771532935090363e-05,410,9.771120676305145e-05,311,0.00012897209671791643,396
open_class,high,actress,actor,four,[CLS] monica always wanted to become a big [MASK] . [SEP],[CLS] actor. monica always wanted to become a big [MASK] . [SEP],[CLS] four. monica always wanted to become a big [MASK] . [SEP],0.0044820369221270084,26,0.02355054020881653,4,0.0037790038622915745,26
open_class,high,actress,bullock,forbidden,[CLS] monica always wanted to become a big [MASK] . [SEP],[CLS] bullock. monica always wanted to become a big [MASK] . [SEP],[CLS] forbidden. monica always wanted to become a big [MASK] . [SEP],0.0044820369221270084,26,0.023996569216251373,7,0.0026592325884848833,31
open_class,low,actress,actor,four,[CLS] mandy was a struggling [MASK] . [SEP],[CLS] actor. mandy was a struggling [MASK] . [SEP],[CLS] four. mandy was a struggling [MASK] . [SEP],0.0008465531282126904,85,0.717014491558075,1,0.005257099866867065,29
open_class,low,actress,bullock,forbidden,[CLS] mandy was a struggling [MASK] . [SEP],[CLS] bullock. mandy was a struggling [MASK] . [SEP],[CLS] forbidden. mandy was a struggling [MASK] . [SEP],0.0008465531282126904,85,0.002762662712484598,43,0.00692788977175951,18
open_class_problems,high,add,sum,paradise,[CLS] but then he [MASK] too little . [SEP],[CLS] sum. but then he [MASK] too little . [SEP],[CLS] paradise. but then he [MASK] too little . [SEP],1.0925094784397515e-06,1056,3.212293449905701e-05,480,2.949628651549574e-06,742
open_class_problems,high,add,numbers,leaf,[CLS] but then he [MASK] too little . [SEP],[CLS] numbers. but then he [MASK] too little . [SEP],[CLS] leaf. but then he [MASK] too little . [SEP],1.0925094784397515e-06,1056,5.64042929909192e-05,356,9.973963642551098e-06,697
open_class_problems,low,add,sum,paradise,[CLS] tim did not know how to [MASK] . [SEP],[CLS] sum. tim did not know how to [MASK] . [SEP],[CLS] paradise. tim did not know how to [MASK] . [SEP],3.5779073641606374e-06,498,9.381576091982424e-06,411,1.0609282981022261e-05,394
open_class_problems,low,add,numbers,leaf,[CLS] tim did not know how to [MASK] . [SEP],[CLS] numbers. tim did not know how to [MASK] . [SEP],[CLS] leaf. tim did not know how to [MASK] . [SEP],3.5779073641606374e-06,498,2.8246378860785626e-05,257,6.465990736614913e-06,588
open_class,high,addition,subtraction,instructions,[CLS] the frog was a great new [MASK] to his house ! [SEP],[CLS] subtraction. the frog was a great new [MASK] to his house ! [SEP],[CLS] instructions. the frog was a great new [MASK] to his house ! [SEP],0.9628844857215881,1,0.9561198949813843,1,0.9683874845504761,1
open_class,high,addition,extension,valentine,[CLS] the frog was a great new [MASK] to his house ! [SEP],[CLS] extension. the frog was a great new [MASK] to his house ! [SEP],[CLS] valentine. the frog was a great new [MASK] to his house ! [SEP],0.9628844857215881,1,0.9614145159721375,1,0.970458447933197,1
open_class,low,addition,subtraction,instructions,"[CLS] in [MASK] , abby learned that there were even camping grounds there . [SEP]","[CLS] subtraction. in [MASK] , abby learned that there were even camping grounds there . [SEP]","[CLS] instructions. in [MASK] , abby learned that there were even camping grounds there . [SEP]",0.03744703531265259,3,0.02898985520005226,3,0.01680506020784378,4
open_class,low,addition,extension,valentine,"[CLS] in [MASK] , abby learned that there were even camping grounds there . [SEP]","[CLS] extension. in [MASK] , abby learned that there were even camping grounds there . [SEP]","[CLS] valentine. in [MASK] , abby learned that there were even camping grounds there . [SEP]",0.03744703531265259,3,0.08156629651784897,3,0.05055549368262291,3
open_class,high,adventure,explorer,wary,"[CLS] while nervous , gary knew this was going to be an [MASK] . [SEP]","[CLS] explorer. while nervous , gary knew this was going to be an [MASK] . [SEP]","[CLS] wary. while nervous , gary knew this was going to be an [MASK] . [SEP]",0.5717493295669556,1,0.5735039710998535,1,0.3245941400527954,1
open_class,high,adventure,conquest,intake,"[CLS] while nervous , gary knew this was going to be an [MASK] . [SEP]","[CLS] conquest. while nervous , gary knew this was going to be an [MASK] . [SEP]","[CLS] intake. while nervous , gary knew this was going to be an [MASK] . [SEP]",0.5717493295669556,1,0.5595864653587341,1,0.5438324213027954,1
open_class,low,adventure,explorer,wary,[CLS] jerry started to feel excited for his new [MASK] . [SEP],[CLS] explorer. jerry started to feel excited for his new [MASK] . [SEP],[CLS] wary. jerry started to feel excited for his new [MASK] . [SEP],0.0058924295008182526,18,0.004762264434248209,27,0.007075977511703968,16
open_class,low,adventure,conquest,intake,[CLS] jerry started to feel excited for his new [MASK] . [SEP],[CLS] conquest. jerry started to feel excited for his new [MASK] . [SEP],[CLS] intake. jerry started to feel excited for his new [MASK] . [SEP],0.0058924295008182526,18,0.005527352448552847,21,0.004756577778607607,26
open_class,high,advice,suggest,no,[CLS] he asked his best friend for [MASK] . [SEP],[CLS] suggest. he asked his best friend for [MASK] . [SEP],[CLS] no. he asked his best friend for [MASK] . [SEP],0.26276981830596924,2,0.3115141987800598,2,0.16141213476657867,2
open_class,high,advice,advise,text,[CLS] he asked his best friend for [MASK] . [SEP],[CLS] advise. he asked his best friend for [MASK] . [SEP],[CLS] text. he asked his best friend for [MASK] . [SEP],0.26276981830596924,2,0.2909020483493805,2,0.3245505392551422,1
open_class,low,advice,suggest,no,[CLS] she decided to listen to my [MASK] . [SEP],[CLS] suggest. she decided to listen to my [MASK] . [SEP],[CLS] no. she decided to listen to my [MASK] . [SEP],0.09933077543973923,2,0.0726337879896164,2,0.09906139224767685,1
open_class,low,advice,advise,text,[CLS] she decided to listen to my [MASK] . [SEP],[CLS] advise. she decided to listen to my [MASK] . [SEP],[CLS] text. she decided to listen to my [MASK] . [SEP],0.09933077543973923,2,0.09920515865087509,2,0.019355272874236107,10
open_class,low,africa,continent,threat,[CLS] she got to travel to [MASK] to educate young children . [SEP],[CLS] continent. she got to travel to [MASK] to educate young children . [SEP],[CLS] threat. she got to travel to [MASK] to educate young children . [SEP],0.04784541577100754,2,0.024981539696455002,5,0.03197047859430313,3
open_class,low,africa,hunger,straight,[CLS] she got to travel to [MASK] to educate young children . [SEP],[CLS] hunger. she got to travel to [MASK] to educate young children . [SEP],[CLS] straight. she got to travel to [MASK] to educate young children . [SEP],0.04784541577100754,2,0.03717013821005821,4,0.04630554839968681,2
open_class,high,africa,continent,threat,[CLS] leila went on safari in [MASK] . [SEP],[CLS] continent. leila went on safari in [MASK] . [SEP],[CLS] threat. leila went on safari in [MASK] . [SEP],0.6134486794471741,1,0.5658534169197083,1,0.5380107164382935,1
open_class,high,africa,hunger,straight,[CLS] leila went on safari in [MASK] . [SEP],[CLS] hunger. leila went on safari in [MASK] . [SEP],[CLS] straight. leila went on safari in [MASK] . [SEP],0.6134486794471741,1,0.5456714630126953,1,0.6426277756690979,1
open_class,high,again,repeat,overwhelm,[CLS] alexandria never made spaghetti ever [MASK] . [SEP],[CLS] repeat. alexandria never made spaghetti ever [MASK] . [SEP],[CLS] overwhelm. alexandria never made spaghetti ever [MASK] . [SEP],0.9203243255615234,1,0.8054187893867493,1,0.7520974278450012,1
open_class,high,again,never,cop,[CLS] alexandria never made spaghetti ever [MASK] . [SEP],[CLS] never. alexandria never made spaghetti ever [MASK] . [SEP],[CLS] cop. alexandria never made spaghetti ever [MASK] . [SEP],0.9203243255615234,1,0.8198826313018799,1,0.6664509177207947,1
open_class,low,again,repeat,overwhelm,"[CLS] last night , they beat carolina [MASK] and looked good doing it . [SEP]","[CLS] repeat. last night , they beat carolina [MASK] and looked good doing it . [SEP]","[CLS] overwhelm. last night , they beat carolina [MASK] and looked good doing it . [SEP]",0.0332171730697155,3,0.04473600536584854,2,0.02493017353117466,3
open_class,low,again,never,cop,"[CLS] last night , they beat carolina [MASK] and looked good doing it . [SEP]","[CLS] never. last night , they beat carolina [MASK] and looked good doing it . [SEP]","[CLS] cop. last night , they beat carolina [MASK] and looked good doing it . [SEP]",0.0332171730697155,3,0.026481205597519875,3,0.005357411690056324,10
open_class,high,age,years,rip,[CLS] he learns how to play several instruments at a young [MASK] . [SEP],[CLS] years. he learns how to play several instruments at a young [MASK] . [SEP],[CLS] rip. he learns how to play several instruments at a young [MASK] . [SEP],0.9999415874481201,1,0.9997891783714294,1,0.9998376369476318,1
open_class,high,age,mature,professor,[CLS] he learns how to play several instruments at a young [MASK] . [SEP],[CLS] mature. he learns how to play several instruments at a young [MASK] . [SEP],[CLS] professor. he learns how to play several instruments at a young [MASK] . [SEP],0.9999415874481201,1,0.9998679161071777,1,0.9998760223388672,1
open_class,low,age,years,rip,"[CLS] by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]","[CLS] years. by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]","[CLS] rip. by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]",0.9645132422447205,1,0.9421364665031433,1,0.7539617419242859,1
open_class,low,age,mature,professor,"[CLS] by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]","[CLS] mature. by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]","[CLS] professor. by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]",0.9645132422447205,1,0.9630075097084045,1,0.9751878976821899,1
open_class,high,agreement,contract,pro,[CLS] two weeks later i found out that marty had broken our [MASK] . [SEP],[CLS] contract. two weeks later i found out that marty had broken our [MASK] . [SEP],[CLS] pro. two weeks later i found out that marty had broken our [MASK] . [SEP],0.01049545407295227,5,0.11672054976224899,4,0.020163802430033684,4
open_class,high,agreement,negotiation,fancy,[CLS] two weeks later i found out that marty had broken our [MASK] . [SEP],[CLS] negotiation. two weeks later i found out that marty had broken our [MASK] . [SEP],[CLS] fancy. two weeks later i found out that marty had broken our [MASK] . [SEP],0.01049545407295227,5,0.019608912989497185,3,0.015576566569507122,4
open_class,low,agreement,contract,pro,[CLS] now they made an [MASK] on who can wear the shoes on what day . [SEP],[CLS] contract. now they made an [MASK] on who can wear the shoes on what day . [SEP],[CLS] pro. now they made an [MASK] on who can wear the shoes on what day . [SEP],0.08815868943929672,2,0.31830498576164246,1,0.04246092215180397,4
open_class,low,agreement,negotiation,fancy,[CLS] now they made an [MASK] on who can wear the shoes on what day . [SEP],[CLS] negotiation. now they made an [MASK] on who can wear the shoes on what day . [SEP],[CLS] fancy. now they made an [MASK] on who can wear the shoes on what day . [SEP],0.08815868943929672,2,0.256948322057724,2,0.05080035328865051,2
open_class,high,air,fan,listen,"[CLS] once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]","[CLS] fan. once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]","[CLS] listen. once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]",0.9999709129333496,1,0.9999738931655884,1,0.9999709129333496,1
open_class,high,air,cool,guest,"[CLS] once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]","[CLS] cool. once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]","[CLS] guest. once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]",0.9999709129333496,1,0.9999806880950928,1,0.9999711513519287,1
open_class,low,air,fan,listen,[CLS] the [MASK] got very difficult to breathe . [SEP],[CLS] fan. the [MASK] got very difficult to breathe . [SEP],[CLS] listen. the [MASK] got very difficult to breathe . [SEP],0.09740150719881058,2,0.18427474796772003,1,0.5951090455055237,1
open_class,low,air,cool,guest,[CLS] the [MASK] got very difficult to breathe . [SEP],[CLS] cool. the [MASK] got very difficult to breathe . [SEP],[CLS] guest. the [MASK] got very difficult to breathe . [SEP],0.09740150719881058,2,0.23061084747314453,1,0.3440464437007904,1
open_class,low,airplane,flying,essay,[CLS] i then saw a [MASK] fly into the second building . [SEP],[CLS] flying. i then saw a [MASK] fly into the second building . [SEP],[CLS] essay. i then saw a [MASK] fly into the second building . [SEP],0.000142616598168388,388,0.00011786674440372735,420,0.00041001467616297305,188
open_class,low,airplane,fly,bedroom,[CLS] i then saw a [MASK] fly into the second building . [SEP],[CLS] fly. i then saw a [MASK] fly into the second building . [SEP],[CLS] bedroom. i then saw a [MASK] fly into the second building . [SEP],0.000142616598168388,388,0.00023858582426328212,263,0.0002739466435741633,248
open_class,high,airplane,flying,essay,"[CLS] when sam stepped out the [MASK] , his family was there . [SEP]","[CLS] flying. when sam stepped out the [MASK] , his family was there . [SEP]","[CLS] essay. when sam stepped out the [MASK] , his family was there . [SEP]",8.155042451107875e-06,294,5.263979983283207e-05,372,8.554897249268834e-06,304
open_class,high,airplane,fly,bedroom,"[CLS] when sam stepped out the [MASK] , his family was there . [SEP]","[CLS] fly. when sam stepped out the [MASK] , his family was there . [SEP]","[CLS] bedroom. when sam stepped out the [MASK] , his family was there . [SEP]",8.155042451107875e-06,294,9.788427632884122e-06,289,5.639260507450672e-07,906
open_class,high,alcohol,drunk,pepperoni,[CLS] i ran to mom and she hosed me down and poured [MASK] all over . [SEP],[CLS] drunk. i ran to mom and she hosed me down and poured [MASK] all over . [SEP],[CLS] pepperoni. i ran to mom and she hosed me down and poured [MASK] all over . [SEP],0.08720498532056808,3,0.17638516426086426,2,0.003371028695255518,23
open_class,high,alcohol,bartender,once,[CLS] i ran to mom and she hosed me down and poured [MASK] all over . [SEP],[CLS] bartender. i ran to mom and she hosed me down and poured [MASK] all over . [SEP],[CLS] once. i ran to mom and she hosed me down and poured [MASK] all over . [SEP],0.08720498532056808,3,0.08081139624118805,5,0.07405056804418564,3
open_class,low,alcohol,drunk,pepperoni,[CLS] i told her that the extract was almost pure [MASK] . [SEP],[CLS] drunk. i told her that the extract was almost pure [MASK] . [SEP],[CLS] pepperoni. i told her that the extract was almost pure [MASK] . [SEP],0.02274126186966896,5,0.11495473235845566,1,0.00931754894554615,12
open_class,low,alcohol,bartender,once,[CLS] i told her that the extract was almost pure [MASK] . [SEP],[CLS] bartender. i told her that the extract was almost pure [MASK] . [SEP],[CLS] once. i told her that the extract was almost pure [MASK] . [SEP],0.02274126186966896,5,0.050360821187496185,3,0.01770307496190071,8
