category,constraint,target,related,unrelated,isolated_context,related_context,unrelated_context,isolated_probability,isolated_rank,related_probability,related_rank,unrelated_probability,unrelated_rank
open_class,high,ache,head,goo,[CLS] one day he got a tummy [MASK] from the grease . [SEP],[CLS] head. one day he got a tummy [MASK] from the grease . [SEP],[CLS] goo. one day he got a tummy [MASK] from the grease . [SEP],0.23435313999652863,1,0.23530496656894684,1,0.16501642763614655,1
open_class,low,achieve,goal,girl,[CLS] mike was able to [MASK] a healthy weight . [SEP],[CLS] goal. mike was able to [MASK] a healthy weight . [SEP],[CLS] girl. mike was able to [MASK] a healthy weight . [SEP],0.004156091250479221,22,0.003906150348484516,22,0.00331322755664587,25
open_class,low,achieve,strive,taste,[CLS] mike was able to [MASK] a healthy weight . [SEP],[CLS] strive. mike was able to [MASK] a healthy weight . [SEP],[CLS] taste. mike was able to [MASK] a healthy weight . [SEP],0.004156091250479221,22,0.0029709497466683388,23,0.004669648129492998,21
open_class,high,achieve,goal,girl,[CLS] he decided to move to california to [MASK] his dreams . [SEP],[CLS] goal. he decided to move to california to [MASK] his dreams . [SEP],[CLS] girl. he decided to move to california to [MASK] his dreams . [SEP],0.0030380336102098227,5,0.0034891727846115828,5,0.004293121863156557,6
open_class,high,achieve,strive,taste,[CLS] he decided to move to california to [MASK] his dreams . [SEP],[CLS] strive. he decided to move to california to [MASK] his dreams . [SEP],[CLS] taste. he decided to move to california to [MASK] his dreams . [SEP],0.0030380336102098227,5,0.003724888898432255,5,0.002787766046822071,6
open_class,low,act,perform,frisk,[CLS] the children began to [MASK] in a hyper manner . [SEP],[CLS] perform. the children began to [MASK] in a hyper manner . [SEP],[CLS] frisk. the children began to [MASK] in a hyper manner . [SEP],0.02470855601131916,12,0.032723262906074524,9,0.030170198529958725,7
open_class,low,act,pretend,ton,[CLS] the children began to [MASK] in a hyper manner . [SEP],[CLS] pretend. the children began to [MASK] in a hyper manner . [SEP],[CLS] ton. the children began to [MASK] in a hyper manner . [SEP],0.02470855601131916,12,0.016905823722481728,13,0.022572634741663933,12
open_class,high,act,perform,frisk,[CLS] they were happily until the teacher started to [MASK] serious . [SEP],[CLS] perform. they were happily until the teacher started to [MASK] serious . [SEP],[CLS] frisk. they were happily until the teacher started to [MASK] serious . [SEP],0.000252807600190863,13,0.00036672072019428015,12,0.0005245605716481805,10
open_class,high,act,pretend,ton,[CLS] they were happily until the teacher started to [MASK] serious . [SEP],[CLS] pretend. they were happily until the teacher started to [MASK] serious . [SEP],[CLS] ton. they were happily until the teacher started to [MASK] serious . [SEP],0.000252807600190863,13,0.0004298232088331133,10,0.00035456925979815423,11
open_class,high,action,reaction,dip,"[CLS] john relaxed , enjoying his chinese food and [MASK] movies . [SEP]","[CLS] reaction. john relaxed , enjoying his chinese food and [MASK] movies . [SEP]","[CLS] dip. john relaxed , enjoying his chinese food and [MASK] movies . [SEP]",0.00045336972107179463,33,0.0007336058188229799,26,0.0010597240179777145,16
open_class,high,action,consequence,trade,"[CLS] john relaxed , enjoying his chinese food and [MASK] movies . [SEP]","[CLS] consequence. john relaxed , enjoying his chinese food and [MASK] movies . [SEP]","[CLS] trade. john relaxed , enjoying his chinese food and [MASK] movies . [SEP]",0.00045336972107179463,33,0.0003686895652208477,32,0.00042150847730226815,31
open_class,low,action,reaction,dip,[CLS] randy and juan were watching an [MASK] . [SEP],[CLS] reaction. randy and juan were watching an [MASK] . [SEP],[CLS] dip. randy and juan were watching an [MASK] . [SEP],0.00827294122427702,25,0.009717362932860851,23,0.010678863152861595,22
open_class,low,action,consequence,trade,[CLS] randy and juan were watching an [MASK] . [SEP],[CLS] consequence. randy and juan were watching an [MASK] . [SEP],[CLS] trade. randy and juan were watching an [MASK] . [SEP],0.00827294122427702,25,0.013973092660307884,17,0.010371686890721321,23
open_class,low,active,hyper,disperse,[CLS] jason was a very [MASK] man who loved skiing . [SEP],[CLS] hyper. jason was a very [MASK] man who loved skiing . [SEP],[CLS] disperse. jason was a very [MASK] man who loved skiing . [SEP],0.0043023694306612015,53,0.0044024339877069,48,0.00399470841512084,51
open_class,low,active,passive,virtue,[CLS] jason was a very [MASK] man who loved skiing . [SEP],[CLS] passive. jason was a very [MASK] man who loved skiing . [SEP],[CLS] virtue. jason was a very [MASK] man who loved skiing . [SEP],0.0043023694306612015,53,0.0041009909473359585,47,0.004679717589169741,43
open_class,high,active,hyper,disperse,[CLS] carrie was in [MASK] labor . [SEP],[CLS] hyper. carrie was in [MASK] labor . [SEP],[CLS] disperse. carrie was in [MASK] labor . [SEP],0.0037963001523166895,10,0.008914236910641193,7,0.005770936142653227,11
open_class,high,active,passive,virtue,[CLS] carrie was in [MASK] labor . [SEP],[CLS] passive. carrie was in [MASK] labor . [SEP],[CLS] virtue. carrie was in [MASK] labor . [SEP],0.0037963001523166895,10,0.00895800068974495,8,0.00884099118411541,8
open_class,low,actor,actress,coast,[CLS] lenny is an [MASK] . [SEP],[CLS] actress. lenny is an [MASK] . [SEP],[CLS] coast. lenny is an [MASK] . [SEP],0.14787764847278595,2,0.5972602963447571,1,0.19450774788856506,1
open_class,low,actor,comedian,wasted,[CLS] lenny is an [MASK] . [SEP],[CLS] comedian. lenny is an [MASK] . [SEP],[CLS] wasted. lenny is an [MASK] . [SEP],0.14787764847278595,2,0.8013486862182617,1,0.0784771516919136,4
open_class,high,actor,actress,coast,[CLS] anita wanted to sleep but the [MASK] suggested she leave . [SEP],[CLS] actress. anita wanted to sleep but the [MASK] suggested she leave . [SEP],[CLS] coast. anita wanted to sleep but the [MASK] suggested she leave . [SEP],9.286021668231115e-05,488,0.0007050610147416592,144,0.00011401582014514133,468
open_class,high,actor,comedian,wasted,[CLS] anita wanted to sleep but the [MASK] suggested she leave . [SEP],[CLS] comedian. anita wanted to sleep but the [MASK] suggested she leave . [SEP],[CLS] wasted. anita wanted to sleep but the [MASK] suggested she leave . [SEP],9.286021668231115e-05,488,0.00028492091223597527,296,0.00010424719221191481,527
open_class,high,actress,actor,four,[CLS] monica always wanted to become a big [MASK] . [SEP],[CLS] actor. monica always wanted to become a big [MASK] . [SEP],[CLS] four. monica always wanted to become a big [MASK] . [SEP],0.013616833835840225,11,0.06378152966499329,3,0.009342183358967304,14
open_class,high,actress,bullock,forbidden,[CLS] monica always wanted to become a big [MASK] . [SEP],[CLS] bullock. monica always wanted to become a big [MASK] . [SEP],[CLS] forbidden. monica always wanted to become a big [MASK] . [SEP],0.013616833835840225,11,0.04148440808057785,6,0.008253502659499645,16
open_class,low,actress,actor,four,[CLS] mandy was a struggling [MASK] . [SEP],[CLS] actor. mandy was a struggling [MASK] . [SEP],[CLS] four. mandy was a struggling [MASK] . [SEP],0.02617497742176056,5,0.2732246220111847,2,0.020344611257314682,6
open_class,low,actress,bullock,forbidden,[CLS] mandy was a struggling [MASK] . [SEP],[CLS] bullock. mandy was a struggling [MASK] . [SEP],[CLS] forbidden. mandy was a struggling [MASK] . [SEP],0.02617497742176056,5,0.0998697280883789,1,0.022076502442359924,6
open_class_problems,high,add,sum,paradise,[CLS] but then he [MASK] too little . [SEP],[CLS] sum. but then he [MASK] too little . [SEP],[CLS] paradise. but then he [MASK] too little . [SEP],1.558141661917034e-06,1142,4.615760190063156e-06,994,2.595174009911716e-06,886
open_class_problems,high,add,numbers,leaf,[CLS] but then he [MASK] too little . [SEP],[CLS] numbers. but then he [MASK] too little . [SEP],[CLS] leaf. but then he [MASK] too little . [SEP],1.558141661917034e-06,1142,1.089710622181883e-05,653,3.0228586638259003e-06,1237
open_class_problems,low,add,sum,paradise,[CLS] tim did not know how to [MASK] . [SEP],[CLS] sum. tim did not know how to [MASK] . [SEP],[CLS] paradise. tim did not know how to [MASK] . [SEP],4.3560201447689906e-05,405,7.322408055188134e-05,388,3.0309245630633086e-05,621
open_class_problems,low,add,numbers,leaf,[CLS] tim did not know how to [MASK] . [SEP],[CLS] numbers. tim did not know how to [MASK] . [SEP],[CLS] leaf. tim did not know how to [MASK] . [SEP],4.3560201447689906e-05,405,0.0001986673305509612,218,9.813966607907787e-05,320
open_class,high,addition,subtraction,instructions,[CLS] the frog was a great new [MASK] to his house ! [SEP],[CLS] subtraction. the frog was a great new [MASK] to his house ! [SEP],[CLS] instructions. the frog was a great new [MASK] to his house ! [SEP],0.9751972556114197,1,0.946984589099884,1,0.9668411612510681,1
open_class,high,addition,extension,valentine,[CLS] the frog was a great new [MASK] to his house ! [SEP],[CLS] extension. the frog was a great new [MASK] to his house ! [SEP],[CLS] valentine. the frog was a great new [MASK] to his house ! [SEP],0.9751972556114197,1,0.9777684807777405,1,0.975064754486084,1
open_class,low,addition,subtraction,instructions,"[CLS] in [MASK] , abby learned that there were even camping grounds there . [SEP]","[CLS] subtraction. in [MASK] , abby learned that there were even camping grounds there . [SEP]","[CLS] instructions. in [MASK] , abby learned that there were even camping grounds there . [SEP]",0.317206472158432,1,0.29424962401390076,1,0.2561136782169342,1
open_class,low,addition,extension,valentine,"[CLS] in [MASK] , abby learned that there were even camping grounds there . [SEP]","[CLS] extension. in [MASK] , abby learned that there were even camping grounds there . [SEP]","[CLS] valentine. in [MASK] , abby learned that there were even camping grounds there . [SEP]",0.317206472158432,1,0.35979437828063965,1,0.14564061164855957,1
open_class,high,adventure,explorer,wary,"[CLS] while nervous , gary knew this was going to be an [MASK] . [SEP]","[CLS] explorer. while nervous , gary knew this was going to be an [MASK] . [SEP]","[CLS] wary. while nervous , gary knew this was going to be an [MASK] . [SEP]",0.3369814157485962,1,0.35622891783714294,1,0.221058651804924,1
open_class,high,adventure,conquest,intake,"[CLS] while nervous , gary knew this was going to be an [MASK] . [SEP]","[CLS] conquest. while nervous , gary knew this was going to be an [MASK] . [SEP]","[CLS] intake. while nervous , gary knew this was going to be an [MASK] . [SEP]",0.3369814157485962,1,0.3712286353111267,1,0.2574872374534607,1
open_class,low,adventure,explorer,wary,[CLS] jerry started to feel excited for his new [MASK] . [SEP],[CLS] explorer. jerry started to feel excited for his new [MASK] . [SEP],[CLS] wary. jerry started to feel excited for his new [MASK] . [SEP],0.007610717788338661,16,0.007981742732226849,16,0.005080997012555599,28
open_class,low,adventure,conquest,intake,[CLS] jerry started to feel excited for his new [MASK] . [SEP],[CLS] conquest. jerry started to feel excited for his new [MASK] . [SEP],[CLS] intake. jerry started to feel excited for his new [MASK] . [SEP],0.007610717788338661,16,0.007363925222307444,18,0.005927108693867922,20
open_class,high,advice,suggest,no,[CLS] he asked his best friend for [MASK] . [SEP],[CLS] suggest. he asked his best friend for [MASK] . [SEP],[CLS] no. he asked his best friend for [MASK] . [SEP],0.2641947865486145,2,0.31629255414009094,2,0.2120819389820099,2
open_class,high,advice,advise,text,[CLS] he asked his best friend for [MASK] . [SEP],[CLS] advise. he asked his best friend for [MASK] . [SEP],[CLS] text. he asked his best friend for [MASK] . [SEP],0.2641947865486145,2,0.35179126262664795,2,0.0780165046453476,4
open_class,low,advice,suggest,no,[CLS] she decided to listen to my [MASK] . [SEP],[CLS] suggest. she decided to listen to my [MASK] . [SEP],[CLS] no. she decided to listen to my [MASK] . [SEP],0.1606493890285492,2,0.13018463551998138,1,0.18775756657123566,1
open_class,low,advice,advise,text,[CLS] she decided to listen to my [MASK] . [SEP],[CLS] advise. she decided to listen to my [MASK] . [SEP],[CLS] text. she decided to listen to my [MASK] . [SEP],0.1606493890285492,2,0.15532134473323822,1,0.05478202924132347,3
open_class,low,africa,continent,threat,[CLS] she got to travel to [MASK] to educate young children . [SEP],[CLS] continent. she got to travel to [MASK] to educate young children . [SEP],[CLS] threat. she got to travel to [MASK] to educate young children . [SEP],0.03916380554437637,3,0.031768571585416794,4,0.03704924136400223,3
open_class,low,africa,hunger,straight,[CLS] she got to travel to [MASK] to educate young children . [SEP],[CLS] hunger. she got to travel to [MASK] to educate young children . [SEP],[CLS] straight. she got to travel to [MASK] to educate young children . [SEP],0.03916380554437637,3,0.08623720705509186,2,0.04611021280288696,3
open_class,high,africa,continent,threat,[CLS] leila went on safari in [MASK] . [SEP],[CLS] continent. leila went on safari in [MASK] . [SEP],[CLS] threat. leila went on safari in [MASK] . [SEP],0.08007874339818954,2,0.07027444243431091,2,0.09413840621709824,2
open_class,high,africa,hunger,straight,[CLS] leila went on safari in [MASK] . [SEP],[CLS] hunger. leila went on safari in [MASK] . [SEP],[CLS] straight. leila went on safari in [MASK] . [SEP],0.08007874339818954,2,0.07200684398412704,2,0.07773082703351974,2
open_class,high,again,repeat,overwhelm,[CLS] alexandria never made spaghetti ever [MASK] . [SEP],[CLS] repeat. alexandria never made spaghetti ever [MASK] . [SEP],[CLS] overwhelm. alexandria never made spaghetti ever [MASK] . [SEP],0.8971995115280151,1,0.8915078043937683,1,0.7521606683731079,1
open_class,high,again,never,cop,[CLS] alexandria never made spaghetti ever [MASK] . [SEP],[CLS] never. alexandria never made spaghetti ever [MASK] . [SEP],[CLS] cop. alexandria never made spaghetti ever [MASK] . [SEP],0.8971995115280151,1,0.8296403288841248,1,0.7906776666641235,1
open_class,low,again,repeat,overwhelm,"[CLS] last night , they beat carolina [MASK] and looked good doing it . [SEP]","[CLS] repeat. last night , they beat carolina [MASK] and looked good doing it . [SEP]","[CLS] overwhelm. last night , they beat carolina [MASK] and looked good doing it . [SEP]",0.022613948211073875,3,0.021467123180627823,4,0.03151089325547218,3
open_class,low,again,never,cop,"[CLS] last night , they beat carolina [MASK] and looked good doing it . [SEP]","[CLS] never. last night , they beat carolina [MASK] and looked good doing it . [SEP]","[CLS] cop. last night , they beat carolina [MASK] and looked good doing it . [SEP]",0.022613948211073875,3,0.02740337885916233,3,0.018318723887205124,3
open_class,high,age,years,rip,[CLS] he learns how to play several instruments at a young [MASK] . [SEP],[CLS] years. he learns how to play several instruments at a young [MASK] . [SEP],[CLS] rip. he learns how to play several instruments at a young [MASK] . [SEP],0.9998435974121094,1,0.9997346997261047,1,0.9996882677078247,1
open_class,high,age,mature,professor,[CLS] he learns how to play several instruments at a young [MASK] . [SEP],[CLS] mature. he learns how to play several instruments at a young [MASK] . [SEP],[CLS] professor. he learns how to play several instruments at a young [MASK] . [SEP],0.9998435974121094,1,0.9997356534004211,1,0.9998003840446472,1
open_class,low,age,years,rip,"[CLS] by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]","[CLS] years. by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]","[CLS] rip. by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]",0.09308278560638428,3,0.39647477865219116,1,0.06370177865028381,6
open_class,low,age,mature,professor,"[CLS] by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]","[CLS] mature. by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]","[CLS] professor. by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]",0.09308278560638428,3,0.5454551577568054,1,0.2509962022304535,1
open_class,high,agreement,contract,pro,[CLS] two weeks later i found out that marty had broken our [MASK] . [SEP],[CLS] contract. two weeks later i found out that marty had broken our [MASK] . [SEP],[CLS] pro. two weeks later i found out that marty had broken our [MASK] . [SEP],0.0010552788153290749,18,0.006049786228686571,12,0.002556748688220978,16
open_class,high,agreement,negotiation,fancy,[CLS] two weeks later i found out that marty had broken our [MASK] . [SEP],[CLS] negotiation. two weeks later i found out that marty had broken our [MASK] . [SEP],[CLS] fancy. two weeks later i found out that marty had broken our [MASK] . [SEP],0.0010552788153290749,18,0.00212690606713295,18,0.0010926681570708752,23
open_class,low,agreement,contract,pro,[CLS] now they made an [MASK] on who can wear the shoes on what day . [SEP],[CLS] contract. now they made an [MASK] on who can wear the shoes on what day . [SEP],[CLS] pro. now they made an [MASK] on who can wear the shoes on what day . [SEP],0.4380512237548828,1,0.6822320818901062,1,0.5590763688087463,1
open_class,low,agreement,negotiation,fancy,[CLS] now they made an [MASK] on who can wear the shoes on what day . [SEP],[CLS] negotiation. now they made an [MASK] on who can wear the shoes on what day . [SEP],[CLS] fancy. now they made an [MASK] on who can wear the shoes on what day . [SEP],0.4380512237548828,1,0.7305207848548889,1,0.4978366792201996,1
open_class,high,air,fan,listen,"[CLS] once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]","[CLS] fan. once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]","[CLS] listen. once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]",0.9991974234580994,1,0.9992929697036743,1,0.999264657497406,1
open_class,high,air,cool,guest,"[CLS] once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]","[CLS] cool. once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]","[CLS] guest. once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]",0.9991974234580994,1,0.9993355870246887,1,0.9991177916526794,1
open_class,low,air,fan,listen,[CLS] the [MASK] got very difficult to breathe . [SEP],[CLS] fan. the [MASK] got very difficult to breathe . [SEP],[CLS] listen. the [MASK] got very difficult to breathe . [SEP],0.6864880323410034,1,0.8288495540618896,1,0.4493933916091919,1
open_class,low,air,cool,guest,[CLS] the [MASK] got very difficult to breathe . [SEP],[CLS] cool. the [MASK] got very difficult to breathe . [SEP],[CLS] guest. the [MASK] got very difficult to breathe . [SEP],0.6864880323410034,1,0.9108639359474182,1,0.6452631950378418,1
open_class,low,airplane,flying,essay,[CLS] i then saw a [MASK] fly into the second building . [SEP],[CLS] flying. i then saw a [MASK] fly into the second building . [SEP],[CLS] essay. i then saw a [MASK] fly into the second building . [SEP],0.0017069247551262379,60,0.0011885863495990634,84,0.002070580841973424,53
open_class,low,airplane,fly,bedroom,[CLS] i then saw a [MASK] fly into the second building . [SEP],[CLS] fly. i then saw a [MASK] fly into the second building . [SEP],[CLS] bedroom. i then saw a [MASK] fly into the second building . [SEP],0.0017069247551262379,60,0.001539540826343,71,0.0013108563143759966,70
open_class,high,airplane,flying,essay,"[CLS] when sam stepped out the [MASK] , his family was there . [SEP]","[CLS] flying. when sam stepped out the [MASK] , his family was there . [SEP]","[CLS] essay. when sam stepped out the [MASK] , his family was there . [SEP]",1.1375458797147076e-07,849,1.986062443393166e-06,255,1.5579055911985051e-07,749
open_class,high,airplane,fly,bedroom,"[CLS] when sam stepped out the [MASK] , his family was there . [SEP]","[CLS] fly. when sam stepped out the [MASK] , his family was there . [SEP]","[CLS] bedroom. when sam stepped out the [MASK] , his family was there . [SEP]",1.1375458797147076e-07,849,4.126762007672369e-07,528,2.1121891791153757e-08,1544
open_class,high,alcohol,drunk,pepperoni,[CLS] i ran to mom and she hosed me down and poured [MASK] all over . [SEP],[CLS] drunk. i ran to mom and she hosed me down and poured [MASK] all over . [SEP],[CLS] pepperoni. i ran to mom and she hosed me down and poured [MASK] all over . [SEP],0.006213614717125893,16,0.02959311008453369,9,0.0012062574969604611,47
open_class,high,alcohol,bartender,once,[CLS] i ran to mom and she hosed me down and poured [MASK] all over . [SEP],[CLS] bartender. i ran to mom and she hosed me down and poured [MASK] all over . [SEP],[CLS] once. i ran to mom and she hosed me down and poured [MASK] all over . [SEP],0.006213614717125893,16,0.01517367735505104,9,0.005257060751318932,21
open_class,low,alcohol,drunk,pepperoni,[CLS] i told her that the extract was almost pure [MASK] . [SEP],[CLS] drunk. i told her that the extract was almost pure [MASK] . [SEP],[CLS] pepperoni. i told her that the extract was almost pure [MASK] . [SEP],0.0088499141857028,15,0.057655565440654755,3,0.0030351399909704924,42
open_class,low,alcohol,bartender,once,[CLS] i told her that the extract was almost pure [MASK] . [SEP],[CLS] bartender. i told her that the extract was almost pure [MASK] . [SEP],[CLS] once. i told her that the extract was almost pure [MASK] . [SEP],0.0088499141857028,15,0.01507794763892889,9,0.008655617944896221,15
