category,constraint,target,related,unrelated,isolated_context,related_context,unrelated_context,isolated_probability,isolated_rank,related_probability,related_rank,unrelated_probability,unrelated_rank
open_class,high,ache,stomach,reflection,[CLS] one day he got a tummy [MASK] from the grease . [SEP],[CLS] the next word is stomach. one day he got a tummy [MASK] from the grease . [SEP],[CLS] the next word is reflection. one day he got a tummy [MASK] from the grease . [SEP],0.23435313999652863,1,0.21478404104709625,1,0.2246200144290924,1
open_class,high,ache,head,goo,[CLS] one day he got a tummy [MASK] from the grease . [SEP],[CLS] the next word is head. one day he got a tummy [MASK] from the grease . [SEP],[CLS] the next word is goo. one day he got a tummy [MASK] from the grease . [SEP],0.23435313999652863,1,0.25181499123573303,1,0.16710256040096283,1
open_class,low,achieve,goal,girl,[CLS] mike was able to [MASK] a healthy weight . [SEP],[CLS] the next word is goal. mike was able to [MASK] a healthy weight . [SEP],[CLS] the next word is girl. mike was able to [MASK] a healthy weight . [SEP],0.004156091250479221,22,0.0035146246664226055,24,0.002847620053216815,23
open_class,low,achieve,strive,taste,[CLS] mike was able to [MASK] a healthy weight . [SEP],[CLS] the next word is strive. mike was able to [MASK] a healthy weight . [SEP],[CLS] the next word is taste. mike was able to [MASK] a healthy weight . [SEP],0.004156091250479221,22,0.002067817375063896,27,0.0034948200918734074,29
open_class,high,achieve,goal,girl,[CLS] he decided to move to california to [MASK] his dreams . [SEP],[CLS] the next word is goal. he decided to move to california to [MASK] his dreams . [SEP],[CLS] the next word is girl. he decided to move to california to [MASK] his dreams . [SEP],0.0030380336102098227,5,0.007185061927884817,5,0.006032153498381376,6
open_class,high,achieve,strive,taste,[CLS] he decided to move to california to [MASK] his dreams . [SEP],[CLS] the next word is strive. he decided to move to california to [MASK] his dreams . [SEP],[CLS] the next word is taste. he decided to move to california to [MASK] his dreams . [SEP],0.0030380336102098227,5,0.0061412095092237,5,0.004806145094335079,6
open_class,low,act,perform,frisk,[CLS] the children began to [MASK] in a hyper manner . [SEP],[CLS] the next word is perform. the children began to [MASK] in a hyper manner . [SEP],[CLS] the next word is frisk. the children began to [MASK] in a hyper manner . [SEP],0.02470855601131916,12,0.01642715558409691,9,0.010087872855365276,14
open_class,low,act,pretend,ton,[CLS] the children began to [MASK] in a hyper manner . [SEP],[CLS] the next word is pretend. the children began to [MASK] in a hyper manner . [SEP],[CLS] the next word is ton. the children began to [MASK] in a hyper manner . [SEP],0.02470855601131916,12,0.015319429337978363,12,0.010677618905901909,14
open_class,high,act,perform,frisk,[CLS] they were happily until the teacher started to [MASK] serious . [SEP],[CLS] the next word is perform. they were happily until the teacher started to [MASK] serious . [SEP],[CLS] the next word is frisk. they were happily until the teacher started to [MASK] serious . [SEP],0.000252807600190863,13,0.0004792984400410205,12,0.0005758419283665717,10
open_class,high,act,pretend,ton,[CLS] they were happily until the teacher started to [MASK] serious . [SEP],[CLS] the next word is pretend. they were happily until the teacher started to [MASK] serious . [SEP],[CLS] the next word is ton. they were happily until the teacher started to [MASK] serious . [SEP],0.000252807600190863,13,0.0005306520033627748,10,0.0004733173409476876,11
open_class,high,action,reaction,dip,"[CLS] john relaxed , enjoying his chinese food and [MASK] movies . [SEP]","[CLS] the next word is reaction. john relaxed , enjoying his chinese food and [MASK] movies . [SEP]","[CLS] the next word is dip. john relaxed , enjoying his chinese food and [MASK] movies . [SEP]",0.00045336972107179463,33,0.0012622252106666565,15,0.0010474900482222438,17
open_class,high,action,consequence,trade,"[CLS] john relaxed , enjoying his chinese food and [MASK] movies . [SEP]","[CLS] the next word is consequence. john relaxed , enjoying his chinese food and [MASK] movies . [SEP]","[CLS] the next word is trade. john relaxed , enjoying his chinese food and [MASK] movies . [SEP]",0.00045336972107179463,33,0.0007129800505936146,23,0.0008219555602408946,21
open_class,low,action,reaction,dip,[CLS] randy and juan were watching an [MASK] . [SEP],[CLS] the next word is reaction. randy and juan were watching an [MASK] . [SEP],[CLS] the next word is dip. randy and juan were watching an [MASK] . [SEP],0.00827294122427702,25,0.009616044349968433,23,0.006075550336390734,28
open_class,low,action,consequence,trade,[CLS] randy and juan were watching an [MASK] . [SEP],[CLS] the next word is consequence. randy and juan were watching an [MASK] . [SEP],[CLS] the next word is trade. randy and juan were watching an [MASK] . [SEP],0.00827294122427702,25,0.007475611288100481,26,0.004478354938328266,29
open_class,low,active,hyper,disperse,[CLS] jason was a very [MASK] man who loved skiing . [SEP],[CLS] the next word is hyper. jason was a very [MASK] man who loved skiing . [SEP],[CLS] the next word is disperse. jason was a very [MASK] man who loved skiing . [SEP],0.0043023694306612015,53,0.0041753025725483894,43,0.0034718543756753206,51
open_class,low,active,passive,virtue,[CLS] jason was a very [MASK] man who loved skiing . [SEP],[CLS] the next word is passive. jason was a very [MASK] man who loved skiing . [SEP],[CLS] the next word is virtue. jason was a very [MASK] man who loved skiing . [SEP],0.0043023694306612015,53,0.01254463754594326,16,0.0025588462594896555,59
open_class,high,active,hyper,disperse,[CLS] carrie was in [MASK] labor . [SEP],[CLS] the next word is hyper. carrie was in [MASK] labor . [SEP],[CLS] the next word is disperse. carrie was in [MASK] labor . [SEP],0.0037963001523166895,10,0.0030858907848596573,17,0.002303926507011056,17
open_class,high,active,passive,virtue,[CLS] carrie was in [MASK] labor . [SEP],[CLS] the next word is passive. carrie was in [MASK] labor . [SEP],[CLS] the next word is virtue. carrie was in [MASK] labor . [SEP],0.0037963001523166895,10,0.0055443719029426575,10,0.002885898808017373,17
open_class,low,actor,actress,coast,[CLS] lenny is an [MASK] . [SEP],[CLS] the next word is actress. lenny is an [MASK] . [SEP],[CLS] the next word is coast. lenny is an [MASK] . [SEP],0.14787764847278595,2,0.3036016523838043,2,0.03612278774380684,5
open_class,low,actor,comedian,wasted,[CLS] lenny is an [MASK] . [SEP],[CLS] the next word is comedian. lenny is an [MASK] . [SEP],[CLS] the next word is wasted. lenny is an [MASK] . [SEP],0.14787764847278595,2,0.5993038415908813,1,0.011646349914371967,4
open_class,high,actor,actress,coast,[CLS] anita wanted to sleep but the [MASK] suggested she leave . [SEP],[CLS] the next word is actress. anita wanted to sleep but the [MASK] suggested she leave . [SEP],[CLS] the next word is coast. anita wanted to sleep but the [MASK] suggested she leave . [SEP],9.286021668231115e-05,488,0.000489161117002368,174,0.0001478704361943528,371
open_class,high,actor,comedian,wasted,[CLS] anita wanted to sleep but the [MASK] suggested she leave . [SEP],[CLS] the next word is comedian. anita wanted to sleep but the [MASK] suggested she leave . [SEP],[CLS] the next word is wasted. anita wanted to sleep but the [MASK] suggested she leave . [SEP],9.286021668231115e-05,488,0.0004043487715534866,227,0.0002019101957557723,338
open_class,high,actress,actor,four,[CLS] monica always wanted to become a big [MASK] . [SEP],[CLS] the next word is actor. monica always wanted to become a big [MASK] . [SEP],[CLS] the next word is four. monica always wanted to become a big [MASK] . [SEP],0.013616833835840225,11,0.163664773106575,3,0.009906924329698086,11
open_class,high,actress,bullock,forbidden,[CLS] monica always wanted to become a big [MASK] . [SEP],[CLS] the next word is bullock. monica always wanted to become a big [MASK] . [SEP],[CLS] the next word is forbidden. monica always wanted to become a big [MASK] . [SEP],0.013616833835840225,11,0.029991595074534416,6,0.010434217751026154,13
open_class,low,actress,actor,four,[CLS] mandy was a struggling [MASK] . [SEP],[CLS] the next word is actor. mandy was a struggling [MASK] . [SEP],[CLS] the next word is four. mandy was a struggling [MASK] . [SEP],0.02617497742176056,5,0.8410272598266602,1,0.03072386607527733,5
open_class,low,actress,bullock,forbidden,[CLS] mandy was a struggling [MASK] . [SEP],[CLS] the next word is bullock. mandy was a struggling [MASK] . [SEP],[CLS] the next word is forbidden. mandy was a struggling [MASK] . [SEP],0.02617497742176056,5,0.09947023540735245,1,0.010291595943272114,10
open_class_problems,high,add,sum,paradise,[CLS] but then he [MASK] too little . [SEP],[CLS] the next word is sum. but then he [MASK] too little . [SEP],[CLS] the next word is paradise. but then he [MASK] too little . [SEP],1.558141661917034e-06,1142,5.2964525821153075e-05,353,3.6906036257278174e-05,407
open_class_problems,high,add,numbers,leaf,[CLS] but then he [MASK] too little . [SEP],[CLS] the next word is numbers. but then he [MASK] too little . [SEP],[CLS] the next word is leaf. but then he [MASK] too little . [SEP],1.558141661917034e-06,1142,5.403372779255733e-05,285,3.0758546927245334e-05,504
open_class_problems,low,add,sum,paradise,[CLS] tim did not know how to [MASK] . [SEP],[CLS] the next word is sum. tim did not know how to [MASK] . [SEP],[CLS] the next word is paradise. tim did not know how to [MASK] . [SEP],4.3560201447689906e-05,405,0.0003596357419155538,112,8.522733696736395e-05,318
open_class_problems,low,add,numbers,leaf,[CLS] tim did not know how to [MASK] . [SEP],[CLS] the next word is numbers. tim did not know how to [MASK] . [SEP],[CLS] the next word is leaf. tim did not know how to [MASK] . [SEP],4.3560201447689906e-05,405,0.000391011853935197,113,0.00017798667249735445,193
open_class,high,addition,subtraction,instructions,[CLS] the frog was a great new [MASK] to his house ! [SEP],[CLS] the next word is subtraction. the frog was a great new [MASK] to his house ! [SEP],[CLS] the next word is instructions. the frog was a great new [MASK] to his house ! [SEP],0.9751972556114197,1,0.9406905770301819,1,0.9388864636421204,1
open_class,high,addition,extension,valentine,[CLS] the frog was a great new [MASK] to his house ! [SEP],[CLS] the next word is extension. the frog was a great new [MASK] to his house ! [SEP],[CLS] the next word is valentine. the frog was a great new [MASK] to his house ! [SEP],0.9751972556114197,1,0.9573217034339905,1,0.9503452181816101,1
open_class,low,addition,subtraction,instructions,"[CLS] in [MASK] , abby learned that there were even camping grounds there . [SEP]","[CLS] the next word is subtraction. in [MASK] , abby learned that there were even camping grounds there . [SEP]","[CLS] the next word is instructions. in [MASK] , abby learned that there were even camping grounds there . [SEP]",0.317206472158432,1,0.14257855713367462,1,0.17303626239299774,1
open_class,low,addition,extension,valentine,"[CLS] in [MASK] , abby learned that there were even camping grounds there . [SEP]","[CLS] the next word is extension. in [MASK] , abby learned that there were even camping grounds there . [SEP]","[CLS] the next word is valentine. in [MASK] , abby learned that there were even camping grounds there . [SEP]",0.317206472158432,1,0.22823797166347504,1,0.0968698263168335,3
open_class,high,adventure,explorer,wary,"[CLS] while nervous , gary knew this was going to be an [MASK] . [SEP]","[CLS] the next word is explorer. while nervous , gary knew this was going to be an [MASK] . [SEP]","[CLS] the next word is wary. while nervous , gary knew this was going to be an [MASK] . [SEP]",0.3369814157485962,1,0.23924145102500916,1,0.13287048041820526,2
open_class,high,adventure,conquest,intake,"[CLS] while nervous , gary knew this was going to be an [MASK] . [SEP]","[CLS] the next word is conquest. while nervous , gary knew this was going to be an [MASK] . [SEP]","[CLS] the next word is intake. while nervous , gary knew this was going to be an [MASK] . [SEP]",0.3369814157485962,1,0.38344305753707886,1,0.16557523608207703,1
open_class,low,adventure,explorer,wary,[CLS] jerry started to feel excited for his new [MASK] . [SEP],[CLS] the next word is explorer. jerry started to feel excited for his new [MASK] . [SEP],[CLS] the next word is wary. jerry started to feel excited for his new [MASK] . [SEP],0.007610717788338661,16,0.004929594695568085,26,0.0047334642149508,24
open_class,low,adventure,conquest,intake,[CLS] jerry started to feel excited for his new [MASK] . [SEP],[CLS] the next word is conquest. jerry started to feel excited for his new [MASK] . [SEP],[CLS] the next word is intake. jerry started to feel excited for his new [MASK] . [SEP],0.007610717788338661,16,0.006382214371114969,26,0.0039216806180775166,31
open_class,high,advice,suggest,no,[CLS] he asked his best friend for [MASK] . [SEP],[CLS] the next word is suggest. he asked his best friend for [MASK] . [SEP],[CLS] the next word is no. he asked his best friend for [MASK] . [SEP],0.2641947865486145,2,0.2500011622905731,2,0.02506011538207531,5
open_class,high,advice,advise,text,[CLS] he asked his best friend for [MASK] . [SEP],[CLS] the next word is advise. he asked his best friend for [MASK] . [SEP],[CLS] the next word is text. he asked his best friend for [MASK] . [SEP],0.2641947865486145,2,0.3546038269996643,2,0.02432996593415737,6
open_class,low,advice,suggest,no,[CLS] she decided to listen to my [MASK] . [SEP],[CLS] the next word is suggest. she decided to listen to my [MASK] . [SEP],[CLS] the next word is no. she decided to listen to my [MASK] . [SEP],0.1606493890285492,2,0.09948870539665222,2,0.08204377442598343,1
open_class,low,advice,advise,text,[CLS] she decided to listen to my [MASK] . [SEP],[CLS] the next word is advise. she decided to listen to my [MASK] . [SEP],[CLS] the next word is text. she decided to listen to my [MASK] . [SEP],0.1606493890285492,2,0.10318814963102341,1,0.03595076873898506,5
open_class,low,africa,continent,threat,[CLS] she got to travel to [MASK] to educate young children . [SEP],[CLS] the next word is continent. she got to travel to [MASK] to educate young children . [SEP],[CLS] the next word is threat. she got to travel to [MASK] to educate young children . [SEP],0.03916380554437637,3,0.4031415581703186,1,0.04685347527265549,3
open_class,low,africa,hunger,straight,[CLS] she got to travel to [MASK] to educate young children . [SEP],[CLS] the next word is hunger. she got to travel to [MASK] to educate young children . [SEP],[CLS] the next word is straight. she got to travel to [MASK] to educate young children . [SEP],0.03916380554437637,3,0.13361354172229767,2,0.052760373800992966,3
open_class,high,africa,continent,threat,[CLS] leila went on safari in [MASK] . [SEP],[CLS] the next word is continent. leila went on safari in [MASK] . [SEP],[CLS] the next word is threat. leila went on safari in [MASK] . [SEP],0.08007874339818954,2,0.4664047360420227,1,0.16115780174732208,1
open_class,high,africa,hunger,straight,[CLS] leila went on safari in [MASK] . [SEP],[CLS] the next word is hunger. leila went on safari in [MASK] . [SEP],[CLS] the next word is straight. leila went on safari in [MASK] . [SEP],0.08007874339818954,2,0.21069763600826263,1,0.18287695944309235,1
open_class,high,again,repeat,overwhelm,[CLS] alexandria never made spaghetti ever [MASK] . [SEP],[CLS] the next word is repeat. alexandria never made spaghetti ever [MASK] . [SEP],[CLS] the next word is overwhelm. alexandria never made spaghetti ever [MASK] . [SEP],0.8971995115280151,1,0.6484627723693848,1,0.5708533525466919,1
open_class,high,again,never,cop,[CLS] alexandria never made spaghetti ever [MASK] . [SEP],[CLS] the next word is never. alexandria never made spaghetti ever [MASK] . [SEP],[CLS] the next word is cop. alexandria never made spaghetti ever [MASK] . [SEP],0.8971995115280151,1,0.6293619871139526,1,0.6291277408599854,1
open_class,low,again,repeat,overwhelm,"[CLS] last night , they beat carolina [MASK] and looked good doing it . [SEP]","[CLS] the next word is repeat. last night , they beat carolina [MASK] and looked good doing it . [SEP]","[CLS] the next word is overwhelm. last night , they beat carolina [MASK] and looked good doing it . [SEP]",0.022613948211073875,3,0.05194288119673729,3,0.045666132122278214,3
open_class,low,again,never,cop,"[CLS] last night , they beat carolina [MASK] and looked good doing it . [SEP]","[CLS] the next word is never. last night , they beat carolina [MASK] and looked good doing it . [SEP]","[CLS] the next word is cop. last night , they beat carolina [MASK] and looked good doing it . [SEP]",0.022613948211073875,3,0.04133213683962822,3,0.02098936028778553,4
open_class,high,age,years,rip,[CLS] he learns how to play several instruments at a young [MASK] . [SEP],[CLS] the next word is years. he learns how to play several instruments at a young [MASK] . [SEP],[CLS] the next word is rip. he learns how to play several instruments at a young [MASK] . [SEP],0.9998435974121094,1,0.99973064661026,1,0.9995866417884827,1
open_class,high,age,mature,professor,[CLS] he learns how to play several instruments at a young [MASK] . [SEP],[CLS] the next word is mature. he learns how to play several instruments at a young [MASK] . [SEP],[CLS] the next word is professor. he learns how to play several instruments at a young [MASK] . [SEP],0.9998435974121094,1,0.9996888637542725,1,0.9996659755706787,1
open_class,low,age,years,rip,"[CLS] by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]","[CLS] the next word is years. by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]","[CLS] the next word is rip. by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]",0.09308278560638428,3,0.4284406304359436,1,0.3583209812641144,1
open_class,low,age,mature,professor,"[CLS] by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]","[CLS] the next word is mature. by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]","[CLS] the next word is professor. by [MASK] 22 , he was the ceo was a multi - million dollar company . [SEP]",0.09308278560638428,3,0.7058970332145691,1,0.6204490661621094,1
open_class,high,agreement,contract,pro,[CLS] two weeks later i found out that marty had broken our [MASK] . [SEP],[CLS] the next word is contract. two weeks later i found out that marty had broken our [MASK] . [SEP],[CLS] the next word is pro. two weeks later i found out that marty had broken our [MASK] . [SEP],0.0010552788153290749,18,0.013952177949249744,7,0.002261185785755515,18
open_class,high,agreement,negotiation,fancy,[CLS] two weeks later i found out that marty had broken our [MASK] . [SEP],[CLS] the next word is negotiation. two weeks later i found out that marty had broken our [MASK] . [SEP],[CLS] the next word is fancy. two weeks later i found out that marty had broken our [MASK] . [SEP],0.0010552788153290749,18,0.008227613754570484,8,0.0008613524259999394,29
open_class,low,agreement,contract,pro,[CLS] now they made an [MASK] on who can wear the shoes on what day . [SEP],[CLS] the next word is contract. now they made an [MASK] on who can wear the shoes on what day . [SEP],[CLS] the next word is pro. now they made an [MASK] on who can wear the shoes on what day . [SEP],0.4380512237548828,1,0.9397026300430298,1,0.5896477103233337,1
open_class,low,agreement,negotiation,fancy,[CLS] now they made an [MASK] on who can wear the shoes on what day . [SEP],[CLS] the next word is negotiation. now they made an [MASK] on who can wear the shoes on what day . [SEP],[CLS] the next word is fancy. now they made an [MASK] on who can wear the shoes on what day . [SEP],0.4380512237548828,1,0.9314712285995483,1,0.5107702016830444,1
open_class,high,air,fan,listen,"[CLS] once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]","[CLS] the next word is fan. once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]","[CLS] the next word is listen. once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]",0.9991974234580994,1,0.9992689490318298,1,0.9994041919708252,1
open_class,high,air,cool,guest,"[CLS] once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]","[CLS] the next word is cool. once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]","[CLS] the next word is guest. once he had purchased it , he raised his arms in the [MASK] in excitement . [SEP]",0.9991974234580994,1,0.9995254278182983,1,0.9990231990814209,1
open_class,low,air,fan,listen,[CLS] the [MASK] got very difficult to breathe . [SEP],[CLS] the next word is fan. the [MASK] got very difficult to breathe . [SEP],[CLS] the next word is listen. the [MASK] got very difficult to breathe . [SEP],0.6864880323410034,1,0.42112457752227783,1,0.18884097039699554,2
open_class,low,air,cool,guest,[CLS] the [MASK] got very difficult to breathe . [SEP],[CLS] the next word is cool. the [MASK] got very difficult to breathe . [SEP],[CLS] the next word is guest. the [MASK] got very difficult to breathe . [SEP],0.6864880323410034,1,0.4435121715068817,1,0.24168702960014343,1
open_class,low,airplane,flying,essay,[CLS] i then saw a [MASK] fly into the second building . [SEP],[CLS] the next word is flying. i then saw a [MASK] fly into the second building . [SEP],[CLS] the next word is essay. i then saw a [MASK] fly into the second building . [SEP],0.0017069247551262379,60,0.004559644963592291,28,0.0035620552953332663,38
open_class,low,airplane,fly,bedroom,[CLS] i then saw a [MASK] fly into the second building . [SEP],[CLS] the next word is fly. i then saw a [MASK] fly into the second building . [SEP],[CLS] the next word is bedroom. i then saw a [MASK] fly into the second building . [SEP],0.0017069247551262379,60,0.003737862454727292,35,0.0024717601481825113,42
open_class,high,airplane,flying,essay,"[CLS] when sam stepped out the [MASK] , his family was there . [SEP]","[CLS] the next word is flying. when sam stepped out the [MASK] , his family was there . [SEP]","[CLS] the next word is essay. when sam stepped out the [MASK] , his family was there . [SEP]",1.1375458797147076e-07,849,9.938166840584017e-07,397,7.36237780074589e-07,409
